dataset,arch,level,scale,single_tokens,cum_tokens,tokens_used,seed,method,accuracy,ece_percent,adaptive_ece_percent,brier,auroc
vllm-safety,m3,4,144,144,190,144,46,Platt Scaling (1D),32.631578947368425,12.59980572052039,14.685688107464252,0.18678044750854217,0.8023878528225807
vllm-safety,m3,4,144,144,190,190,46,Trajectory Platt (5D),32.631578947368425,9.072250953238264,10.230301110760161,0.18524382406819417,0.7731224798387096
vllm-safety,m3,5,576,576,766,576,42,Naive Confidence (NC),31.57894736842105,11.591248675984772,10.497297549522235,0.17323031881437465,0.8143910256410256
vllm-safety,m3,5,576,576,766,576,42,Temperature Scaling (TS),31.57894736842105,16.978543832871264,16.804727194648176,0.181220716181736,0.8143910256410256
vllm-safety,m3,5,576,576,766,576,42,Platt Scaling (1D),31.57894736842105,14.757778543436912,14.035797971985112,0.17981618779465555,0.8143910256410256
vllm-safety,m3,5,576,576,766,766,42,Trajectory Platt (5D),31.57894736842105,5.870713329824963,6.884294110105227,0.170918459347212,0.7727243589743589
vllm-safety,m3,5,576,576,766,576,43,Naive Confidence (NC),31.57894736842105,12.601906282729225,12.973009004796804,0.1717869842543965,0.8216666666666667
vllm-safety,m3,5,576,576,766,576,43,Temperature Scaling (TS),31.57894736842105,17.167566704377904,17.017245685807318,0.1814997290531301,0.8216666666666667
vllm-safety,m3,5,576,576,766,576,43,Platt Scaling (1D),31.57894736842105,14.365414676378641,17.49061085003991,0.18241127805722687,0.8216666666666667
vllm-safety,m3,5,576,576,766,766,43,Trajectory Platt (5D),31.57894736842105,6.37870814455183,7.669619392407567,0.17232610201677295,0.7798076923076923
vllm-safety,m3,5,576,576,766,576,44,Naive Confidence (NC),31.57894736842105,9.303340871671313,10.259348151126975,0.18629238539023002,0.783076923076923
vllm-safety,m3,5,576,576,766,576,44,Temperature Scaling (TS),31.57894736842105,14.523491922192825,14.22344078918109,0.18823435015267126,0.783076923076923
vllm-safety,m3,5,576,576,766,576,44,Platt Scaling (1D),31.57894736842105,9.751875834682854,12.06218336184774,0.18449307726570158,0.783076923076923
vllm-safety,m3,5,576,576,766,766,44,Trajectory Platt (5D),31.57894736842105,7.708453334083681,8.054952211678028,0.17947327069637517,0.7528525641025642
vllm-safety,m3,5,576,576,766,576,45,Naive Confidence (NC),31.57894736842105,10.995074210590436,11.573555067573723,0.18011431915756423,0.816698717948718
vllm-safety,m3,5,576,576,766,576,45,Temperature Scaling (TS),31.57894736842105,15.816911758251722,15.458053462766422,0.18306859527248937,0.816698717948718
vllm-safety,m3,5,576,576,766,576,45,Platt Scaling (1D),31.57894736842105,12.89363762346151,12.380667018994718,0.17592021019494972,0.816698717948718
vllm-safety,m3,5,576,576,766,766,45,Trajectory Platt (5D),31.57894736842105,8.074762248679212,9.034644584906728,0.16930118032361105,0.8020512820512821
vllm-safety,m3,5,576,576,766,576,46,Naive Confidence (NC),31.57894736842105,8.65009204827641,7.90869220012897,0.15889022177319986,0.8202243589743589
vllm-safety,m3,5,576,576,766,576,46,Temperature Scaling (TS),31.57894736842105,15.296319247154106,13.909757655020893,0.17132651196529458,0.8202243589743589
vllm-safety,m3,5,576,576,766,576,46,Platt Scaling (1D),31.57894736842105,13.746674237965003,12.576001042995463,0.17429622374551518,0.8202243589743589
vllm-safety,m3,5,576,576,766,766,46,Trajectory Platt (5D),31.57894736842105,8.089003300196245,8.133635179776892,0.17045344195341167,0.764326923076923
ai2d,mqt,1,1,1,1,1,42,Naive Confidence (NC),52.5,25.354202345013615,24.71499800682068,0.2938736650983536,0.7117042606516291
ai2d,mqt,1,1,1,1,1,42,Temperature Scaling (TS),52.5,12.403910810469899,12.859129361503168,0.2250847933855968,0.7117042606516291
ai2d,mqt,1,1,1,1,1,42,Platt Scaling (1D),52.5,6.549271604451139,5.885021546800355,0.2106958533279102,0.7117042606516291
ai2d,mqt,1,1,1,1,1,42,Trajectory Platt (5D),52.5,6.1142572201788425,5.872886616736652,0.2106628797904754,0.7117042606516291
ai2d,mqt,1,1,1,1,1,43,Naive Confidence (NC),52.5,25.2028002217412,25.2028002217412,0.2953627510362777,0.7003508771929824
ai2d,mqt,1,1,1,1,1,43,Temperature Scaling (TS),52.5,11.089642888229427,11.978332850320077,0.22853985876014069,0.7003508771929824
ai2d,mqt,1,1,1,1,1,43,Platt Scaling (1D),52.5,4.547822027461419,6.25234842653173,0.21598611869406759,0.7003508771929824
ai2d,mqt,1,1,1,1,1,43,Trajectory Platt (5D),52.5,4.647958576679229,6.2428868412971505,0.2159642866902584,0.7003508771929824
ai2d,mqt,1,1,1,1,1,44,Naive Confidence (NC),52.5,26.898068584501743,26.137404106557373,0.30297771767592957,0.7046115288220551
ai2d,mqt,1,1,1,1,1,44,Temperature Scaling (TS),52.5,13.831279050075876,14.098800766661665,0.22677613293919335,0.7046115288220551
ai2d,mqt,1,1,1,1,1,44,Platt Scaling (1D),52.5,9.747366097848467,8.613606455349677,0.21211430696017877,0.7046115288220551
ai2d,mqt,1,1,1,1,1,44,Trajectory Platt (5D),52.5,9.737096060067417,8.60953463986516,0.21209232333379036,0.7046115288220551
ai2d,mqt,1,1,1,1,1,45,Naive Confidence (NC),52.5,25.854160204529762,25.854160204529762,0.286580629862137,0.7215037593984962
ai2d,mqt,1,1,1,1,1,45,Temperature Scaling (TS),52.5,10.634572124354454,12.228742370561278,0.2252818593800659,0.7215037593984962
ai2d,mqt,1,1,1,1,1,45,Platt Scaling (1D),52.5,2.558612217249658,5.682746723381469,0.21007767409203523,0.7215037593984962
ai2d,mqt,1,1,1,1,1,45,Trajectory Platt (5D),52.5,2.588415339589119,5.692504659295083,0.21007796593463715,0.7215037593984962
ai2d,mqt,1,1,1,1,1,46,Naive Confidence (NC),52.5,26.415102086961273,26.093687124550343,0.3053626476851262,0.6814786967418546
ai2d,mqt,1,1,1,1,1,46,Temperature Scaling (TS),52.5,12.52701242749526,12.725535364055856,0.22994442967424086,0.6814786967418546
ai2d,mqt,1,1,1,1,1,46,Platt Scaling (1D),52.5,8.941669845742584,8.247288869903723,0.21935625145276932,0.6814786967418546
ai2d,mqt,1,1,1,1,1,46,Trajectory Platt (5D),52.5,8.945448305457829,8.227795775979759,0.2193023907951665,0.6814786967418546
ai2d,mqt,2,9,9,10,9,42,Naive Confidence (NC),54.25,26.074944980442528,25.543158002197742,0.28885091438638055,0.7222180252323034
ai2d,mqt,2,9,9,10,9,42,Temperature Scaling (TS),54.25,13.44039060083301,13.261629364701852,0.22029289655442533,0.7222180252323034
ai2d,mqt,2,9,9,10,9,42,Platt Scaling (1D),54.25,7.603265646419851,9.25378121992154,0.20581395575083788,0.7222180252323034
ai2d,mqt,2,9,9,10,10,42,Trajectory Platt (5D),54.25,8.05074964091182,9.20005589351058,0.2123039843234659,0.7031552970209767
ai2d,mqt,2,9,9,10,9,43,Naive Confidence (NC),54.25,26.094971977174282,25.754034496843815,0.280087762216651,0.7557855506031075
ai2d,mqt,2,9,9,10,9,43,Temperature Scaling (TS),54.25,13.95479141365867,13.912352212552209,0.21537043676776588,0.7557855506031075
ai2d,mqt,2,9,9,10,9,43,Platt Scaling (1D),54.25,5.408531812533119,5.430234792919098,0.19592427555211067,0.7557855506031075
ai2d,mqt,2,9,9,10,10,43,Trajectory Platt (5D),54.25,5.618338163942099,6.6702620051801205,0.19671719597617796,0.7501951600312255
ai2d,mqt,2,9,9,10,9,44,Naive Confidence (NC),54.25,25.139008611440655,24.533340260386467,0.2789895702429617,0.7357407267507743
ai2d,mqt,2,9,9,10,9,44,Temperature Scaling (TS),54.25,11.756655467095307,11.784276956978628,0.21859070074645742,0.7357407267507743
ai2d,mqt,2,9,9,10,9,44,Platt Scaling (1D),54.25,5.5722563518318085,8.03065808083248,0.2033979383909698,0.7357407267507743
ai2d,mqt,2,9,9,10,10,44,Trajectory Platt (5D),54.25,5.14229376241565,6.567083638161421,0.2056139025502196,0.7296215154491199
ai2d,mqt,2,9,9,10,9,45,Naive Confidence (NC),54.25,26.65376722067595,26.37279137223959,0.2823454829336508,0.7676714260532347
ai2d,mqt,2,9,9,10,9,45,Temperature Scaling (TS),54.25,14.779155520931766,15.307289503891289,0.21395431674549242,0.7676714260532347
ai2d,mqt,2,9,9,10,9,45,Platt Scaling (1D),54.25,5.794649675980184,8.019749238136402,0.19256178108754385,0.7676714260532347
ai2d,mqt,2,9,9,10,10,45,Trajectory Platt (5D),54.25,6.341385811567306,6.597071513533594,0.19604385711354294,0.7573468308529123
ai2d,mqt,2,9,9,10,9,46,Naive Confidence (NC),54.25,26.0319961681962,24.849769748747352,0.2891451125271587,0.7235023041474655
ai2d,mqt,2,9,9,10,9,46,Temperature Scaling (TS),54.25,11.889117412129647,11.844856096940878,0.22047069413418774,0.7235023041474655
ai2d,mqt,2,9,9,10,9,46,Platt Scaling (1D),54.25,6.877195518827447,6.072584346466072,0.20631841506374152,0.7235023041474655
ai2d,mqt,2,9,9,10,10,46,Trajectory Platt (5D),54.25,7.839185073971749,8.126718208193777,0.2081155202917815,0.7190199189141548
ai2d,mqt,3,36,36,46,36,42,Naive Confidence (NC),55.00000000000001,26.37200669199229,27.229263581335545,0.28836960810547424,0.7419696969696972
ai2d,mqt,3,36,36,46,36,42,Temperature Scaling (TS),55.00000000000001,12.344986138008164,13.573775672929841,0.21687039776543215,0.7419696969696972
ai2d,mqt,3,36,36,46,36,42,Platt Scaling (1D),55.00000000000001,6.688263723901159,6.96437857152084,0.1998570081394096,0.7419696969696972
ai2d,mqt,3,36,36,46,46,42,Trajectory Platt (5D),55.00000000000001,7.529859121888874,6.995678741484881,0.202721503204624,0.7321717171717173
ai2d,mqt,3,36,36,46,36,43,Naive Confidence (NC),55.00000000000001,26.043924018740654,24.577154591679573,0.2950551073737762,0.6904545454545454
ai2d,mqt,3,36,36,46,36,43,Temperature Scaling (TS),55.00000000000001,9.850310314276694,9.950146880609156,0.22573986072574076,0.6904545454545454
ai2d,mqt,3,36,36,46,36,43,Platt Scaling (1D),55.00000000000001,5.865415299986954,5.854953871309591,0.21828678117393235,0.6904545454545454
ai2d,mqt,3,36,36,46,46,43,Trajectory Platt (5D),55.00000000000001,7.405193842947481,7.654602371156215,0.2188750504763253,0.6857070707070707
ai2d,mqt,3,36,36,46,36,44,Naive Confidence (NC),55.00000000000001,25.418630056083202,25.418630056083202,0.2846580127246069,0.7355050505050506
ai2d,mqt,3,36,36,46,36,44,Temperature Scaling (TS),55.00000000000001,11.816252240017537,13.842415624283767,0.21783067730813513,0.7355050505050506
ai2d,mqt,3,36,36,46,36,44,Platt Scaling (1D),55.00000000000001,6.390336340522825,7.527489098221378,0.20241906698181475,0.7355050505050506
ai2d,mqt,3,36,36,46,46,44,Trajectory Platt (5D),55.00000000000001,7.1933695673942575,7.283605322241785,0.20447979892699572,0.7289898989898989
ai2d,mqt,3,36,36,46,36,45,Naive Confidence (NC),55.00000000000001,27.851434014737602,27.60772938281298,0.30555583585497403,0.7106818181818182
ai2d,mqt,3,36,36,46,36,45,Temperature Scaling (TS),55.00000000000001,11.980572401559542,13.601506374258342,0.22386658487583155,0.7106818181818182
ai2d,mqt,3,36,36,46,36,45,Platt Scaling (1D),55.00000000000001,9.173522440033748,10.601557285007491,0.21103197165844279,0.7106818181818182
ai2d,mqt,3,36,36,46,46,45,Trajectory Platt (5D),55.00000000000001,9.063916858285664,8.033370722085236,0.20763081949322781,0.7149242424242425
ai2d,mqt,3,36,36,46,36,46,Naive Confidence (NC),55.00000000000001,23.880152963101864,23.699294008314617,0.2718010363010088,0.7431818181818182
ai2d,mqt,3,36,36,46,36,46,Temperature Scaling (TS),55.00000000000001,12.059762085740061,11.737429953005723,0.21525682708825705,0.7431818181818182
ai2d,mqt,3,36,36,46,36,46,Platt Scaling (1D),55.00000000000001,4.070261891633661,6.317016320646532,0.20078875655852932,0.7431818181818182
ai2d,mqt,3,36,36,46,46,46,Trajectory Platt (5D),55.00000000000001,5.006498634815216,7.47020184993744,0.20016626451325137,0.7428030303030304
ai2d,mqt,4,144,144,190,144,42,Naive Confidence (NC),54.0,26.421639695763588,25.78412704169751,0.2792355900050168,0.756315418679549
ai2d,mqt,4,144,144,190,144,42,Temperature Scaling (TS),54.0,14.046313734899025,13.920865077316563,0.2157057283093829,0.756315418679549
ai2d,mqt,4,144,144,190,144,42,Platt Scaling (1D),54.0,4.880834000666815,5.763985808047994,0.1956642027209071,0.756315418679549
ai2d,mqt,4,144,144,190,190,42,Trajectory Platt (5D),54.0,5.99147342890501,6.076221875846386,0.19384313091418356,0.7615237520128825
ai2d,mqt,4,144,144,190,144,43,Naive Confidence (NC),54.0,25.864091865718365,25.20926507562399,0.2811994592371441,0.733142109500805
ai2d,mqt,4,144,144,190,144,43,Temperature Scaling (TS),54.0,11.451140759241513,11.858475351130775,0.22002958164808425,0.733142109500805
ai2d,mqt,4,144,144,190,144,43,Platt Scaling (1D),54.0,4.264317471779801,4.374870756449033,0.20422047763221735,0.733142109500805
ai2d,mqt,4,144,144,190,190,43,Trajectory Platt (5D),54.0,5.983666341751814,7.356278415769338,0.2010254830190397,0.7429800724637682
ai2d,mqt,4,144,144,190,144,44,Naive Confidence (NC),54.0,27.28976299613714,27.222843654453754,0.2941912532584891,0.7315821256038646
ai2d,mqt,4,144,144,190,144,44,Temperature Scaling (TS),54.0,12.321973439819786,12.125870455971551,0.2235581143219052,0.7315821256038646
ai2d,mqt,4,144,144,190,144,44,Platt Scaling (1D),54.0,3.130446047572334,4.923269685032402,0.20762849994482838,0.7315821256038646
ai2d,mqt,4,144,144,190,190,44,Trajectory Platt (5D),54.0,4.566402412950992,6.168194957077504,0.20420272044088925,0.738023349436393
ai2d,mqt,4,144,144,190,144,45,Naive Confidence (NC),54.0,27.40254367887974,27.241001427173618,0.30536792272953867,0.706219806763285
ai2d,mqt,4,144,144,190,144,45,Temperature Scaling (TS),54.0,12.29589555134672,12.55077202065939,0.22758153421968275,0.706219806763285
ai2d,mqt,4,144,144,190,144,45,Platt Scaling (1D),54.0,6.958515534640822,6.019860573482173,0.21490073282029706,0.706219806763285
ai2d,mqt,4,144,144,190,190,45,Trajectory Platt (5D),54.0,7.132758330553769,7.272829402238129,0.2144351261471098,0.7057669082125604
ai2d,mqt,4,144,144,190,144,46,Naive Confidence (NC),54.0,25.575743190944202,25.575743190944202,0.28388364055092896,0.7418478260869565
ai2d,mqt,4,144,144,190,144,46,Temperature Scaling (TS),54.0,12.526719331917285,11.73071066920513,0.22002945070193228,0.7418478260869565
ai2d,mqt,4,144,144,190,144,46,Platt Scaling (1D),54.0,4.684742728442667,4.942022420634414,0.20346552357351755,0.7418478260869565
ai2d,mqt,4,144,144,190,190,46,Trajectory Platt (5D),54.0,4.67354457080364,5.2568321004509935,0.2041232348095155,0.7344756441223834
ai2d,mqt,5,256,256,446,256,42,Naive Confidence (NC),54.25,27.15036953985691,26.924747750163082,0.28872155474471417,0.7457631386769408
ai2d,mqt,5,256,256,446,256,42,Temperature Scaling (TS),54.25,13.313159731656581,13.100700927720998,0.219725402184345,0.7457631386769408
ai2d,mqt,5,256,256,446,256,42,Platt Scaling (1D),54.25,5.916362760959007,8.253448921872183,0.20147547146561398,0.7457631386769408
ai2d,mqt,5,256,256,446,446,42,Trajectory Platt (5D),54.25,6.269907556474208,6.530578933656214,0.20352115570972834,0.7390647427664879
ai2d,mqt,5,256,256,446,256,43,Naive Confidence (NC),54.25,26.38219757378102,26.02515497803688,0.2976488955964855,0.7134798922212989
ai2d,mqt,5,256,256,446,256,43,Temperature Scaling (TS),54.25,11.429900008501553,12.110594749414181,0.22335530954657398,0.7134798922212989
ai2d,mqt,5,256,256,446,256,43,Platt Scaling (1D),54.25,6.264140861496495,7.041193105116767,0.210207143850289,0.7134798922212989
ai2d,mqt,5,256,256,446,446,43,Trajectory Platt (5D),54.25,7.214700516313314,6.56422145292163,0.20953430323144723,0.7150663544106166
ai2d,mqt,5,256,256,446,256,44,Naive Confidence (NC),54.25,25.839592263102535,25.851007238030437,0.26600434932000355,0.7868348820226134
ai2d,mqt,5,256,256,446,256,44,Temperature Scaling (TS),54.25,14.230061507603853,14.463337292978936,0.2110848247659537,0.7868348820226134
ai2d,mqt,5,256,256,446,256,44,Platt Scaling (1D),54.25,4.254715703442261,5.351108558489232,0.1881885825660256,0.7868348820226134
ai2d,mqt,5,256,256,446,446,44,Trajectory Platt (5D),54.25,7.107146479189395,6.304950840771199,0.19531910299245558,0.7607463926871647
ai2d,mqt,5,256,256,446,256,45,Naive Confidence (NC),54.25,27.787154197692864,27.044159486889846,0.3032564517247796,0.7244340359094457
ai2d,mqt,5,256,256,446,256,45,Temperature Scaling (TS),54.25,12.323464881755356,12.182092389370661,0.22348896251386158,0.7244340359094457
ai2d,mqt,5,256,256,446,256,45,Platt Scaling (1D),54.25,5.7503600689332455,6.806566421746567,0.20763994304085037,0.7244340359094457
ai2d,mqt,5,256,256,446,446,45,Trajectory Platt (5D),54.25,3.9369998164474977,7.9255567975342265,0.20890625770150975,0.7215632948049657
ai2d,mqt,5,256,256,446,256,46,Naive Confidence (NC),54.25,27.621485136449337,26.377371288836006,0.29479938917171356,0.7297726070861977
ai2d,mqt,5,256,256,446,256,46,Temperature Scaling (TS),54.25,12.043672893585791,12.80082873951732,0.2205057926209739,0.7297726070861977
ai2d,mqt,5,256,256,446,256,46,Platt Scaling (1D),54.25,7.01958079320575,7.201727438449382,0.20382721771908657,0.7297726070861977
ai2d,mqt,5,256,256,446,446,46,Trajectory Platt (5D),54.25,5.695194762200117,8.788744281977415,0.20352563837858517,0.7346579033517161
chartqa,mqt,1,1,1,1,1,42,Naive Confidence (NC),6.0,68.65913017187268,68.18234682176262,0.616830410454989,0.3864140070921986
chartqa,mqt,1,1,1,1,1,42,Temperature Scaling (TS),6.0,46.43917390645548,46.43917390645547,0.2740143405336887,0.3864140070921986
chartqa,mqt,1,1,1,1,1,42,Platt Scaling (1D),6.0,2.8025305387595734,5.193452503425075,0.05605854152905506,0.6135859929078014
chartqa,mqt,1,1,1,1,1,42,Trajectory Platt (5D),6.0,2.813654580153525,5.194388064555824,0.056059567374058386,0.6135305851063829
chartqa,mqt,1,1,1,1,1,43,Naive Confidence (NC),6.0,69.71640295349061,69.32921937294306,0.6284659424458672,0.32945478723404253
chartqa,mqt,1,1,1,1,1,43,Temperature Scaling (TS),6.0,46.50258331525697,46.50258331525697,0.275025521478029,0.32945478723404253
chartqa,mqt,1,1,1,1,1,43,Platt Scaling (1D),6.0,3.441880947728901,5.322472022721579,0.055892718726372186,0.6705452127659575
chartqa,mqt,1,1,1,1,1,43,Trajectory Platt (5D),6.0,3.4845290929079065,5.327899061143398,0.05589581047359653,0.6705452127659575
chartqa,mqt,1,1,1,1,1,44,Naive Confidence (NC),6.0,69.16874948795883,69.16874948795883,0.6226431112282175,0.38286790780141844
chartqa,mqt,1,1,1,1,1,44,Temperature Scaling (TS),6.0,46.469464248815875,46.469464248815875,0.2741409414154931,0.38286790780141844
chartqa,mqt,1,1,1,1,1,44,Platt Scaling (1D),6.0,1.709535063752725,4.221927612111935,0.05612107369245187,0.6171320921985816
chartqa,mqt,1,1,1,1,1,44,Trajectory Platt (5D),6.0,1.7199195651337498,4.225312172435224,0.056121299512437224,0.6171320921985816
chartqa,mqt,1,1,1,1,1,45,Naive Confidence (NC),6.0,68.20161504205316,68.20161504205316,0.6148358773840736,0.4008200354609929
chartqa,mqt,1,1,1,1,1,45,Temperature Scaling (TS),6.0,46.44931493964805,46.44931493964805,0.27386945805365775,0.4008200354609929
chartqa,mqt,1,1,1,1,1,45,Platt Scaling (1D),6.0,1.8838706403317493,5.104945162094985,0.05616903243097712,0.5991799645390071
chartqa,mqt,1,1,1,1,1,45,Trajectory Platt (5D),6.0,1.8958447901532054,5.1076459074392915,0.056168799423961885,0.5991799645390071
chartqa,mqt,1,1,1,1,1,46,Naive Confidence (NC),6.0,70.26480344124137,69.90484074689448,0.6345920208076922,0.350177304964539
chartqa,mqt,1,1,1,1,1,46,Temperature Scaling (TS),6.0,46.649213950812765,46.64921395081278,0.2763734743316641,0.350177304964539
chartqa,mqt,1,1,1,1,1,46,Platt Scaling (1D),6.0,2.0146232900902437,4.955667507930698,0.05592518939946423,0.649822695035461
chartqa,mqt,1,1,1,1,1,46,Trajectory Platt (5D),6.0,2.0242395354434852,4.9583656871691355,0.05592754818807652,0.649822695035461
chartqa,mqt,2,9,9,10,9,42,Naive Confidence (NC),6.25,69.18770285509525,69.18770285509527,0.616866983391725,0.45728
chartqa,mqt,2,9,9,10,9,42,Temperature Scaling (TS),6.25,46.40822968114322,46.40822968114321,0.2751526853925632,0.45728
chartqa,mqt,2,9,9,10,9,42,Platt Scaling (1D),6.25,1.4026570051638085,4.465228991385309,0.05865658769169177,0.54272
chartqa,mqt,2,9,9,10,10,42,Trajectory Platt (5D),6.25,1.47297501238063,4.8247603378258646,0.058564811037452334,0.6040533333333333
chartqa,mqt,2,9,9,10,9,43,Naive Confidence (NC),6.25,69.33277270104736,69.33277270104736,0.6200900539859423,0.54272
chartqa,mqt,2,9,9,10,9,43,Temperature Scaling (TS),6.25,46.4408706680572,46.44087066805721,0.2744633737812146,0.54272
chartqa,mqt,2,9,9,10,9,43,Platt Scaling (1D),6.25,0.38886778281262474,5.409875211159025,0.05942829150850958,0.45727999999999996
chartqa,mqt,2,9,9,10,10,43,Trajectory Platt (5D),6.25,1.0752077803481366,4.246878971578553,0.0585091836378874,0.58336
chartqa,mqt,2,9,9,10,9,44,Naive Confidence (NC),6.25,71.13418607693166,71.13418607693166,0.6453231601303276,0.40138666666666667
chartqa,mqt,2,9,9,10,9,44,Temperature Scaling (TS),6.25,46.6067219261293,46.6067219261293,0.2776971246229249,0.40138666666666667
chartqa,mqt,2,9,9,10,9,44,Platt Scaling (1D),6.25,2.0746950644186994,5.638804795464524,0.05836035668131478,0.5986133333333334
chartqa,mqt,2,9,9,10,10,44,Trajectory Platt (5D),6.25,0.5847102017141876,3.1659174193628132,0.056983029011857214,0.7163733333333333
chartqa,mqt,2,9,9,10,9,45,Naive Confidence (NC),6.25,70.9371915096417,70.89364181552081,0.6411586688526953,0.4110933333333333
chartqa,mqt,2,9,9,10,9,45,Temperature Scaling (TS),6.25,46.45857234908468,46.45857234908466,0.27604798716357304,0.4110933333333333
chartqa,mqt,2,9,9,10,9,45,Platt Scaling (1D),6.25,2.035734975821383,4.38293933720077,0.05838965026705914,0.5889066666666667
chartqa,mqt,2,9,9,10,10,45,Trajectory Platt (5D),6.25,0.6715076086111367,3.3078275225125258,0.05784816757338822,0.6479999999999999
chartqa,mqt,2,9,9,10,9,46,Naive Confidence (NC),6.25,70.17008612118663,70.17008612118664,0.6330776359506162,0.4664533333333334
chartqa,mqt,2,9,9,10,9,46,Temperature Scaling (TS),6.25,46.534995086355416,46.53499508635542,0.2763886351162331,0.4664533333333334
chartqa,mqt,2,9,9,10,9,46,Platt Scaling (1D),6.25,1.1852631995773961,4.715466272616808,0.05860108367127553,0.5335466666666666
chartqa,mqt,2,9,9,10,10,46,Trajectory Platt (5D),6.25,2.3003153204917917,5.028373305685819,0.058542819982612314,0.6094933333333333
chartqa,mqt,3,36,36,46,36,42,Naive Confidence (NC),7.249999999999999,69.48178262077272,69.48178262077272,0.639470069264582,0.3602565294172321
chartqa,mqt,3,36,36,46,36,42,Temperature Scaling (TS),7.249999999999999,45.502450387675644,45.502450387675644,0.2767539686906196,0.3602565294172321
chartqa,mqt,3,36,36,46,36,42,Platt Scaling (1D),7.249999999999999,0.3220432228244425,4.001580669874041,0.06680181403365598,0.6397434705827679
chartqa,mqt,3,36,36,46,46,42,Trajectory Platt (5D),7.249999999999999,1.5256123747676613,3.9010531175881615,0.06757655690697295,0.5620410818849336
chartqa,mqt,3,36,36,46,36,43,Naive Confidence (NC),7.249999999999999,68.95403893105684,68.95403893105686,0.6275079678505615,0.3651826377916163
chartqa,mqt,3,36,36,46,36,43,Temperature Scaling (TS),7.249999999999999,45.46428942612034,45.46428942612034,0.2763681991055792,0.3651826377916163
chartqa,mqt,3,36,36,46,36,43,Platt Scaling (1D),7.249999999999999,0.8963195357486388,6.5352432064111925,0.06683665978580827,0.6348173622083837
chartqa,mqt,3,36,36,46,46,43,Trajectory Platt (5D),7.249999999999999,0.8195010679773987,4.1839143144898125,0.06598126875560255,0.6570313226136258
chartqa,mqt,3,36,36,46,36,44,Naive Confidence (NC),7.249999999999999,69.62944326549768,69.6294432654977,0.6254933745883977,0.46798029556650256
chartqa,mqt,3,36,36,46,36,44,Temperature Scaling (TS),7.249999999999999,45.72923439029839,45.531605431077125,0.27557279294205256,0.46798029556650256
chartqa,mqt,3,36,36,46,36,44,Platt Scaling (1D),7.249999999999999,1.4587540398819057,5.880049443422313,0.06733900553568471,0.5320197044334976
chartqa,mqt,3,36,36,46,46,44,Trajectory Platt (5D),7.249999999999999,3.1763977902010083,4.858952824957669,0.0676132856642495,0.5537689376336091
chartqa,mqt,3,36,36,46,36,45,Naive Confidence (NC),7.249999999999999,68.89436275325716,68.89436275325716,0.6146942059993183,0.4348917185612046
chartqa,mqt,3,36,36,46,36,45,Temperature Scaling (TS),7.249999999999999,45.4109048300244,45.410904830024414,0.2750338657940892,0.4348917185612046
chartqa,mqt,3,36,36,46,36,45,Platt Scaling (1D),7.249999999999999,0.15904870900928847,5.32644720368406,0.0670963890327567,0.5651082814387954
chartqa,mqt,3,36,36,46,46,45,Trajectory Platt (5D),7.249999999999999,0.847525404766202,4.47037442214787,0.06644562904541149,0.6330513988288874
chartqa,mqt,3,36,36,46,36,46,Naive Confidence (NC),7.249999999999999,71.98191390186548,71.64011651277544,0.6613480554062037,0.4082163769867088
chartqa,mqt,3,36,36,46,36,46,Temperature Scaling (TS),7.249999999999999,45.866966663327204,45.8669666633272,0.2796734758274181,0.4082163769867088
chartqa,mqt,3,36,36,46,36,46,Platt Scaling (1D),7.249999999999999,0.38364515126688853,4.814637186748961,0.06691326696580108,0.5917836230132912
chartqa,mqt,3,36,36,46,46,46,Trajectory Platt (5D),7.249999999999999,0.9343285658396783,3.45645347284153,0.06634161482511018,0.6278464541314249
chartqa,mqt,4,144,144,190,144,42,Naive Confidence (NC),7.75,73.42607487738132,73.42607487738131,0.6811684086158416,0.4079027887053064
chartqa,mqt,4,144,144,190,144,42,Temperature Scaling (TS),7.75,45.56221635834014,45.56221635834014,0.28099110770059665,0.4079027887053064
chartqa,mqt,4,144,144,190,144,42,Platt Scaling (1D),7.75,1.479799057340842,5.964921385525791,0.0710812101684338,0.5920972112946936
chartqa,mqt,4,144,144,190,190,42,Trajectory Platt (5D),7.75,0.9294896088540555,3.473778316751122,0.06963825849640186,0.6799545414808987
chartqa,mqt,4,144,144,190,144,43,Naive Confidence (NC),7.75,69.6635985057801,69.56904388032854,0.6469485784992733,0.3214441821837573
chartqa,mqt,4,144,144,190,144,43,Temperature Scaling (TS),7.75,45.07263757122007,45.07263757122008,0.27775219863607137,0.3214441821837573
chartqa,mqt,4,144,144,190,144,43,Platt Scaling (1D),7.75,0.8630619464073704,5.685714031230378,0.0706186578113681,0.6785558178162426
chartqa,mqt,4,144,144,190,190,43,Trajectory Platt (5D),7.75,1.8338654739782208,3.3728666556999083,0.06963072461953822,0.6837136113296617
chartqa,mqt,4,144,144,190,144,44,Naive Confidence (NC),7.75,70.38445284031332,70.38445284031333,0.6471487274606774,0.3883206574001224
chartqa,mqt,4,144,144,190,144,44,Temperature Scaling (TS),7.75,45.22460283267699,45.22460283267699,0.278195972252854,0.3883206574001224
chartqa,mqt,4,144,144,190,144,44,Platt Scaling (1D),7.75,0.4339720102105542,6.957353346945144,0.07101763997431654,0.6116793425998777
