dataset,arch,level,scale,single_tokens,cum_tokens,tokens_used,seed,method,accuracy,ece_percent,adaptive_ece_percent,brier,auroc
textvqa,m3,5,576,576,766,576,42,Temperature Scaling (TS),58.75,10.37902650859674,11.139205160264991,0.17122696251535183,0.8388652482269503
textvqa,m3,5,576,576,766,576,42,Platt Scaling (1D),58.75,8.471011560888249,8.216847552002674,0.1615445982010695,0.8388652482269503
textvqa,m3,5,576,576,766,766,42,Trajectory Platt (5D),58.75,5.776711125858128,5.346239271573722,0.16280675324292893,0.8345583494519664
textvqa,m3,5,576,576,766,576,43,Naive Confidence (NC),58.75,8.600604302299871,8.678765272545549,0.15335035262377542,0.8706898774983881
textvqa,m3,5,576,576,766,576,43,Temperature Scaling (TS),58.75,10.170907969435635,9.962912908332191,0.15437828062865203,0.8706898774983881
textvqa,m3,5,576,576,766,576,43,Platt Scaling (1D),58.75,7.134860994571826,7.951678938559768,0.14600648872589492,0.8706898774983881
textvqa,m3,5,576,576,766,766,43,Trajectory Platt (5D),58.75,7.664454962126912,7.466717380099001,0.14363687889032073,0.8746099290780142
textvqa,m3,5,576,576,766,576,44,Naive Confidence (NC),58.75,9.806458434112864,9.341853592195717,0.16521728286903417,0.8466795615731785
textvqa,m3,5,576,576,766,576,44,Temperature Scaling (TS),58.75,9.013014429783436,9.531182481079412,0.1650430292163549,0.8466795615731785
textvqa,m3,5,576,576,766,576,44,Platt Scaling (1D),58.75,7.149012928675641,7.874954884289338,0.1568346631568854,0.8466795615731785
textvqa,m3,5,576,576,766,766,44,Trajectory Platt (5D),58.75,7.334966894239188,6.955188814550641,0.1527927012138089,0.8536943907156672
textvqa,m3,5,576,576,766,576,45,Naive Confidence (NC),58.75,7.797559822452917,8.031167165165542,0.17668129979779593,0.8202707930367504
textvqa,m3,5,576,576,766,576,45,Temperature Scaling (TS),58.75,8.888086470816427,7.882227706865169,0.17590003241390156,0.8202707930367504
textvqa,m3,5,576,576,766,576,45,Platt Scaling (1D),58.75,5.3793637057689825,6.243392919732365,0.1710212056053773,0.8202707930367504
textvqa,m3,5,576,576,766,766,45,Trajectory Platt (5D),58.75,6.559972473420203,7.366338253952563,0.16322551092287654,0.8363378465506126
textvqa,m3,5,576,576,766,576,46,Naive Confidence (NC),58.75,10.978873618388068,11.317818314553232,0.16661359583588478,0.8478401031592522
textvqa,m3,5,576,576,766,576,46,Temperature Scaling (TS),58.75,9.06744838979624,11.460657032612623,0.16641668247423638,0.8478401031592522
textvqa,m3,5,576,576,766,576,46,Platt Scaling (1D),58.75,6.576495909010145,7.978491876567782,0.15664162593661224,0.8478401031592522
textvqa,m3,5,576,576,766,766,46,Trajectory Platt (5D),58.75,6.106441221199929,6.35774877201766,0.15703107371390565,0.8466537717601545
vizwiz-vqa,m3,1,1,1,1,1,42,Naive Confidence (NC),36.0,17.33338561015309,17.672583041960703,0.22510851732044465,0.7334798177083334
vizwiz-vqa,m3,1,1,1,1,1,42,Temperature Scaling (TS),36.0,16.841577887275232,16.63500839191104,0.22211134999937,0.7334798177083334
vizwiz-vqa,m3,1,1,1,1,1,42,Platt Scaling (1D),36.0,6.313241688404402,7.112292237194342,0.19492200873134874,0.7334798177083334
vizwiz-vqa,m3,1,1,1,1,1,42,Trajectory Platt (5D),36.0,6.3774647330865255,7.108091092668476,0.19491183901350354,0.7334798177083334
vizwiz-vqa,m3,1,1,1,1,1,43,Naive Confidence (NC),36.0,16.510044383290147,17.56441345222922,0.22221239439630522,0.7396918402777778
vizwiz-vqa,m3,1,1,1,1,1,43,Temperature Scaling (TS),36.0,15.665873533696992,16.00435526022635,0.21940207691055177,0.7396918402777778
vizwiz-vqa,m3,1,1,1,1,1,43,Platt Scaling (1D),36.0,7.605087278376518,8.250324413071098,0.1934177502672133,0.7396918402777778
vizwiz-vqa,m3,1,1,1,1,1,43,Trajectory Platt (5D),36.0,7.600515753962098,8.255573664791884,0.19341611425470287,0.7396918402777778
vizwiz-vqa,m3,1,1,1,1,1,44,Naive Confidence (NC),36.0,16.852604910748347,16.827900368284244,0.22093778590678836,0.7479383680555556
vizwiz-vqa,m3,1,1,1,1,1,44,Temperature Scaling (TS),36.0,16.389857296451922,16.389857296451922,0.21842341700134352,0.7479383680555556
vizwiz-vqa,m3,1,1,1,1,1,44,Platt Scaling (1D),36.0,6.674173336967125,5.008109236362531,0.18973961087974056,0.7479383680555556
vizwiz-vqa,m3,1,1,1,1,1,44,Trajectory Platt (5D),36.0,6.7779384762980035,5.002918498124926,0.18974387065738513,0.7479383680555556
vizwiz-vqa,m3,1,1,1,1,1,45,Naive Confidence (NC),36.0,17.34349603714696,16.918599704583592,0.21095507588731635,0.7713487413194444
vizwiz-vqa,m3,1,1,1,1,1,45,Temperature Scaling (TS),36.0,16.410460861005717,17.279306716726627,0.2083852864600338,0.7713487413194444
vizwiz-vqa,m3,1,1,1,1,1,45,Platt Scaling (1D),36.0,8.079556931424033,9.486503851674547,0.1779695104683173,0.7713487413194444
vizwiz-vqa,m3,1,1,1,1,1,45,Trajectory Platt (5D),36.0,8.34941902430728,9.485215164255353,0.17798218981649885,0.7713487413194444
vizwiz-vqa,m3,1,1,1,1,1,46,Naive Confidence (NC),36.0,16.306587420028645,16.3073676848561,0.22113513747544453,0.7265082465277778
vizwiz-vqa,m3,1,1,1,1,1,46,Temperature Scaling (TS),36.0,16.38839726128836,15.913198550701532,0.21820643854145197,0.7265082465277778
vizwiz-vqa,m3,1,1,1,1,1,46,Platt Scaling (1D),36.0,4.387907377048139,7.005140811553553,0.1905664295155999,0.7265082465277778
vizwiz-vqa,m3,1,1,1,1,1,46,Trajectory Platt (5D),36.0,4.382561719045042,6.999691730365157,0.19056656161349753,0.7265082465277778
vizwiz-vqa,m3,2,9,9,10,9,42,Naive Confidence (NC),40.25,15.492574541502652,14.304609746976007,0.23081083869412203,0.7086202863899791
vizwiz-vqa,m3,2,9,9,10,9,42,Temperature Scaling (TS),40.25,14.005152216190433,12.822207956039652,0.22565861472274912,0.7086202863899791
vizwiz-vqa,m3,2,9,9,10,9,42,Platt Scaling (1D),40.25,8.003048760989758,9.388172311526176,0.20987760255274218,0.7086202863899791
vizwiz-vqa,m3,2,9,9,10,10,42,Trajectory Platt (5D),40.25,7.080079431645572,7.830774876289068,0.21002660768374562,0.7081265105642038
vizwiz-vqa,m3,2,9,9,10,9,43,Naive Confidence (NC),40.25,15.549162590053525,15.915325233951688,0.21649404531991603,0.7624158631981082
vizwiz-vqa,m3,2,9,9,10,9,43,Temperature Scaling (TS),40.25,14.95704149865394,15.28492276366429,0.21275282808648782,0.7624158631981082
vizwiz-vqa,m3,2,9,9,10,9,43,Platt Scaling (1D),40.25,7.241565903503733,7.111417983833182,0.18814793307723626,0.7624158631981082
vizwiz-vqa,m3,2,9,9,10,10,43,Trajectory Platt (5D),40.25,5.544285461306571,6.6896789222955695,0.18780222231931326,0.7628316744198135
vizwiz-vqa,m3,2,9,9,10,9,44,Naive Confidence (NC),40.25,15.138306915428098,15.138306915428105,0.1968425409775254,0.8104160711037189
vizwiz-vqa,m3,2,9,9,10,9,44,Temperature Scaling (TS),40.25,15.345863248382088,15.233161653896572,0.19825626893775294,0.8104160711037189
vizwiz-vqa,m3,2,9,9,10,9,44,Platt Scaling (1D),40.25,4.790852835874175,6.714348462448701,0.17306374673272576,0.8104160711037189
vizwiz-vqa,m3,2,9,9,10,10,44,Trajectory Platt (5D),40.25,5.593972624279561,6.96402952913195,0.1730349060805358,0.8104680475064321
vizwiz-vqa,m3,2,9,9,10,9,45,Naive Confidence (NC),40.25,15.548910526580833,15.023565237984279,0.20775018996983163,0.7815691675979105
vizwiz-vqa,m3,2,9,9,10,9,45,Temperature Scaling (TS),40.25,15.139153901136467,15.029602359607608,0.2071168838774735,0.7815691675979105
vizwiz-vqa,m3,2,9,9,10,9,45,Platt Scaling (1D),40.25,6.513860565814743,6.32163175181547,0.18246138634845047,0.7815691675979105
vizwiz-vqa,m3,2,9,9,10,10,45,Trajectory Platt (5D),40.25,4.590013540349899,4.783863606862725,0.18171015381791847,0.7831804360820187
vizwiz-vqa,m3,2,9,9,10,9,46,Naive Confidence (NC),40.25,14.64802824773607,14.810203250959086,0.20614722238893113,0.7818030614101197
vizwiz-vqa,m3,2,9,9,10,9,46,Temperature Scaling (TS),40.25,13.850070422096575,13.641216169526777,0.2050541274552333,0.7818030614101197
vizwiz-vqa,m3,2,9,9,10,9,46,Platt Scaling (1D),40.25,5.859839698264264,6.861607893448976,0.18231772928471243,0.7818030614101197
vizwiz-vqa,m3,2,9,9,10,10,46,Trajectory Platt (5D),40.25,6.711540874093772,5.358201384544373,0.18150784503026574,0.7839081057200032
vizwiz-vqa,m3,3,36,36,46,36,42,Naive Confidence (NC),43.5,13.601778702790273,13.052719273094453,0.20674464825786137,0.7793459464957787
vizwiz-vqa,m3,3,36,36,46,36,42,Temperature Scaling (TS),43.5,13.025666978365818,13.38868669324263,0.20468130012175853,0.7793459464957787
vizwiz-vqa,m3,3,36,36,46,36,42,Platt Scaling (1D),43.5,7.6262193562008616,7.094326845287248,0.18580740722520048,0.7793459464957787
vizwiz-vqa,m3,3,36,36,46,46,42,Trajectory Platt (5D),43.5,7.806069300509989,8.294710949994625,0.18675990176559196,0.7763706642254093
vizwiz-vqa,m3,3,36,36,46,36,43,Naive Confidence (NC),43.5,13.599267753403687,13.273482437368973,0.21012474930309766,0.7726579188281966
vizwiz-vqa,m3,3,36,36,46,36,43,Temperature Scaling (TS),43.5,13.330622136877354,12.430284715373862,0.20771775779479107,0.7726579188281966
vizwiz-vqa,m3,3,36,36,46,36,43,Platt Scaling (1D),43.5,5.600117471943953,6.530161052922387,0.19062199760541726,0.7726579188281966
vizwiz-vqa,m3,3,36,36,46,46,43,Trajectory Platt (5D),43.5,6.410025894641875,5.7904106713831425,0.19126252984143427,0.7715644390194284
vizwiz-vqa,m3,3,36,36,46,36,44,Naive Confidence (NC),43.5,13.667148889931557,13.914386141703128,0.21118516857679837,0.7667836435764419
vizwiz-vqa,m3,3,36,36,46,36,44,Temperature Scaling (TS),43.5,13.115183512806738,12.298142729480423,0.20880295770210444,0.7667836435764419
vizwiz-vqa,m3,3,36,36,46,36,44,Platt Scaling (1D),43.5,5.61632107127787,5.910821061205195,0.19117906960169948,0.7667836435764419
vizwiz-vqa,m3,3,36,36,46,46,44,Trajectory Platt (5D),43.5,3.973488139919936,5.986947561614216,0.1912168449225711,0.7683857186451022
vizwiz-vqa,m3,3,36,36,46,36,45,Naive Confidence (NC),43.5,12.993211752154634,12.993211752154638,0.19120421788911493,0.8163462516529346
vizwiz-vqa,m3,3,36,36,46,36,45,Temperature Scaling (TS),43.5,13.0658789165394,13.028164853125828,0.19226988413188298,0.8163462516529346
vizwiz-vqa,m3,3,36,36,46,36,45,Platt Scaling (1D),43.5,4.622092419229959,6.065648686701145,0.17322368664843116,0.8163462516529346
vizwiz-vqa,m3,3,36,36,46,46,45,Trajectory Platt (5D),43.5,4.771921651437876,5.673295998945833,0.17326493722291786,0.815608788526091
vizwiz-vqa,m3,3,36,36,46,36,46,Naive Confidence (NC),43.5,13.693364063096663,13.334556611899442,0.22682004637512818,0.7271640728308413
vizwiz-vqa,m3,3,36,36,46,36,46,Temperature Scaling (TS),43.5,13.340736665025272,12.32558487287786,0.2224915689641921,0.7271640728308413
vizwiz-vqa,m3,3,36,36,46,36,46,Platt Scaling (1D),43.5,7.127061077856537,7.324692502701844,0.20901485044850113,0.7271640728308413
vizwiz-vqa,m3,3,36,36,46,46,46,Trajectory Platt (5D),43.5,5.994790313765405,8.513945696875453,0.2105623211719444,0.7225612857288171
vizwiz-vqa,m3,4,144,144,190,144,42,Naive Confidence (NC),44.75,13.339213818702387,14.244928976349108,0.20857966913225368,0.7779266412194443
vizwiz-vqa,m3,4,144,144,190,144,42,Temperature Scaling (TS),44.75,12.704844065897793,12.532846810846268,0.20609670926078788,0.7779266412194443
vizwiz-vqa,m3,4,144,144,190,144,42,Platt Scaling (1D),44.75,5.2604233939940475,6.130897663624635,0.18771397282421398,0.7779266412194443
vizwiz-vqa,m3,4,144,144,190,190,42,Trajectory Platt (5D),44.75,6.28599725989625,5.788236956577748,0.18823028967944855,0.7762076897798226
vizwiz-vqa,m3,4,144,144,190,144,43,Naive Confidence (NC),44.75,13.35524487994797,13.355244879947973,0.20559081872724658,0.7870269723703834
vizwiz-vqa,m3,4,144,144,190,144,43,Temperature Scaling (TS),44.75,12.383226990557269,12.605399007178447,0.20429834270402306,0.7870269723703834
vizwiz-vqa,m3,4,144,144,190,144,43,Platt Scaling (1D),44.75,4.100836626691544,5.080062875900306,0.18634312165771738,0.7870269723703834
vizwiz-vqa,m3,4,144,144,190,190,43,Trajectory Platt (5D),44.75,5.5040878867730525,6.847211941145362,0.18682251488162507,0.7851816274425542
vizwiz-vqa,m3,4,144,144,190,144,44,Naive Confidence (NC),44.75,12.638706080585054,12.57303636391121,0.21880937660540448,0.7421067266614424
vizwiz-vqa,m3,4,144,144,190,144,44,Temperature Scaling (TS),44.75,12.401323000816795,12.330505620537346,0.21529452884530037,0.7421067266614424
vizwiz-vqa,m3,4,144,144,190,144,44,Platt Scaling (1D),44.75,5.834492940503362,5.7387945006086145,0.2011900314353713,0.7421067266614424
vizwiz-vqa,m3,4,144,144,190,190,44,Trajectory Platt (5D),44.75,8.691398921422659,6.95291494112462,0.20179135554431363,0.7399327586642735
vizwiz-vqa,m3,4,144,144,190,144,45,Naive Confidence (NC),44.75,12.800201464388635,12.955699940474844,0.21541743849305076,0.7573245026416238
vizwiz-vqa,m3,4,144,144,190,144,45,Temperature Scaling (TS),44.75,12.011365292364632,12.381967064564362,0.21380340120853064,0.7573245026416238
vizwiz-vqa,m3,4,144,144,190,144,45,Platt Scaling (1D),44.75,4.215423928998133,6.86738420296572,0.19972170018966257,0.7573245026416238
vizwiz-vqa,m3,4,144,144,190,190,45,Trajectory Platt (5D),44.75,5.548136661294848,6.993585535790771,0.20138282515632555,0.7540129932505877
vizwiz-vqa,m3,4,144,144,190,144,46,Naive Confidence (NC),44.75,15.550227517989711,15.846402037311494,0.20126914468598683,0.813620162289239
vizwiz-vqa,m3,4,144,144,190,144,46,Temperature Scaling (TS),44.75,14.590350117213921,14.888086969260463,0.19959160182005584,0.813620162289239
vizwiz-vqa,m3,4,144,144,190,144,46,Platt Scaling (1D),44.75,5.84624897281555,4.782046728827927,0.17526549502145217,0.813620162289239
vizwiz-vqa,m3,4,144,144,190,190,46,Trajectory Platt (5D),44.75,4.942761142272502,6.118126843590291,0.17554461746374564,0.8125078995930131
vizwiz-vqa,m3,5,576,576,766,576,42,Naive Confidence (NC),40.0,15.974506498086683,15.974506498086688,0.20708966336432916,0.7927864583333334
vizwiz-vqa,m3,5,576,576,766,576,42,Temperature Scaling (TS),40.0,15.09134389624622,15.091343896246222,0.20647768748601142,0.7927864583333334
vizwiz-vqa,m3,5,576,576,766,576,42,Platt Scaling (1D),40.0,6.639696778734006,5.8022997906429685,0.1828255907879808,0.7927864583333334
vizwiz-vqa,m3,5,576,576,766,766,42,Trajectory Platt (5D),40.0,6.383531073806806,6.572473927168174,0.18275176681898572,0.7938802083333334
vizwiz-vqa,m3,5,576,576,766,576,43,Naive Confidence (NC),40.0,17.352779324684487,17.352779324684487,0.21492929591343501,0.7821614583333334
vizwiz-vqa,m3,5,576,576,766,576,43,Temperature Scaling (TS),40.0,16.14862115585537,16.403425743956948,0.21220150925413186,0.7821614583333334
vizwiz-vqa,m3,5,576,576,766,576,43,Platt Scaling (1D),40.0,3.916394759819983,4.451796928675956,0.18309583719635328,0.7821614583333334
vizwiz-vqa,m3,5,576,576,766,766,43,Trajectory Platt (5D),40.0,6.501926327589902,5.444188141729682,0.1850323574718837,0.7791145833333333
vizwiz-vqa,m3,5,576,576,766,576,44,Naive Confidence (NC),40.0,17.240340465592173,17.125031087377074,0.20524930346963222,0.8046093750000001
vizwiz-vqa,m3,5,576,576,766,576,44,Temperature Scaling (TS),40.0,15.966362324905703,17.022717059628533,0.2046025584013584,0.8046093750000001
vizwiz-vqa,m3,5,576,576,766,576,44,Platt Scaling (1D),40.0,7.847148290013174,7.743381654609808,0.17398683893948594,0.8046093750000001
vizwiz-vqa,m3,5,576,576,766,766,44,Trajectory Platt (5D),40.0,6.145106242969632,5.368589768186212,0.1743621475245401,0.805859375
vizwiz-vqa,m3,5,576,576,766,576,45,Naive Confidence (NC),40.0,16.472807248793632,16.472807248793636,0.2091660574616023,0.790546875
vizwiz-vqa,m3,5,576,576,766,576,45,Temperature Scaling (TS),40.0,15.45242469403248,15.317860138785955,0.20842305406615316,0.790546875
vizwiz-vqa,m3,5,576,576,766,576,45,Platt Scaling (1D),40.0,5.545840920151359,6.191029290340511,0.18155195423358197,0.790546875
vizwiz-vqa,m3,5,576,576,766,766,45,Trajectory Platt (5D),40.0,6.519043823704123,6.06721610762179,0.18232791131756176,0.7878385416666666
vizwiz-vqa,m3,5,576,576,766,576,46,Naive Confidence (NC),40.0,19.730487907457636,20.255735077239958,0.22058827025531624,0.793359375
vizwiz-vqa,m3,5,576,576,766,576,46,Temperature Scaling (TS),40.0,18.176002281992588,18.632218577122647,0.21600054565126547,0.793359375
vizwiz-vqa,m3,5,576,576,766,576,46,Platt Scaling (1D),40.0,6.128124506832738,7.158010845842572,0.17733281466564288,0.793359375
vizwiz-vqa,m3,5,576,576,766,766,46,Trajectory Platt (5D),40.0,5.973099292255939,5.844961271621287,0.17769564798464585,0.7916406250000001
vqav2,m3,1,1,1,1,1,42,Naive Confidence (NC),68.25,10.762115683406591,11.806981597095728,0.19659705659253424,0.6948891004009116
vqav2,m3,1,1,1,1,1,42,Temperature Scaling (TS),68.25,15.647165258825854,16.799097372329612,0.20870961542282715,0.6948891004009116
vqav2,m3,1,1,1,1,1,42,Platt Scaling (1D),68.25,14.43460261413706,15.15922494230242,0.20349691551984478,0.6948891004009116
vqav2,m3,1,1,1,1,1,42,Trajectory Platt (5D),68.25,14.451337642967701,15.173381961882114,0.20353638488110662,0.6948746791266477
vqav2,m3,1,1,1,1,1,43,Naive Confidence (NC),68.25,8.677823442965744,9.508887786418198,0.17252692393695374,0.756222779844827
vqav2,m3,1,1,1,1,1,43,Temperature Scaling (TS),68.25,16.590424503594836,17.07755529900795,0.19368002382581725,0.756222779844827
vqav2,m3,1,1,1,1,1,43,Platt Scaling (1D),68.25,12.544062811497275,13.9553647316635,0.19263965739774377,0.756222779844827
vqav2,m3,1,1,1,1,1,43,Trajectory Platt (5D),68.25,12.2452904433012,13.96902327239513,0.19270696554106911,0.756222779844827
vqav2,m3,1,1,1,1,1,44,Naive Confidence (NC),68.25,13.628277393057942,13.291523965075614,0.20709622925362603,0.6694643938738427
vqav2,m3,1,1,1,1,1,44,Temperature Scaling (TS),68.25,14.637041462066987,14.50148228704817,0.2114070623000948,0.6694643938738427
vqav2,m3,1,1,1,1,1,44,Platt Scaling (1D),68.25,12.76080972022349,13.406126115846531,0.20473786732144184,0.6694643938738427
vqav2,m3,1,1,1,1,1,44,Trajectory Platt (5D),68.25,12.763755396008492,13.403456509113312,0.20475428663910525,0.6694643938738427
vqav2,m3,1,1,1,1,1,45,Naive Confidence (NC),68.25,11.207190252840519,12.465046085417269,0.2027680653047621,0.6807129877996019
vqav2,m3,1,1,1,1,1,45,Temperature Scaling (TS),68.25,15.513485415177183,14.934003632804691,0.21235472650619663,0.6807129877996019
vqav2,m3,1,1,1,1,1,45,Platt Scaling (1D),68.25,13.03409185826826,12.556235406960983,0.20492901646572798,0.6807129877996019
vqav2,m3,1,1,1,1,1,45,Trajectory Platt (5D),68.25,13.238742336630821,12.566106095910074,0.20495219032595288,0.6807129877996019
vqav2,m3,1,1,1,1,1,46,Naive Confidence (NC),68.25,11.26927431859076,7.609344961121678,0.1807056031117296,0.7387153528885811
vqav2,m3,1,1,1,1,1,46,Temperature Scaling (TS),68.25,16.574126548798137,16.23441808197311,0.19681284840337868,0.7387153528885811
vqav2,m3,1,1,1,1,1,46,Platt Scaling (1D),68.25,12.794928353689766,13.992425280622973,0.1943459933999997,0.7387153528885811
vqav2,m3,1,1,1,1,1,46,Trajectory Platt (5D),68.25,12.801189705729485,13.995935931801798,0.19440345702720827,0.7387153528885811
vqav2,m3,2,9,9,10,9,42,Naive Confidence (NC),74.75,9.335931829176843,9.308831132017078,0.17135006498805747,0.7163813371303684
vqav2,m3,2,9,9,10,9,42,Temperature Scaling (TS),74.75,13.676349588298436,12.706814181623741,0.1781525826804009,0.7163813371303684
vqav2,m3,2,9,9,10,9,42,Platt Scaling (1D),74.75,9.068161543240778,8.187404346763799,0.17035781573976538,0.7163813371303684
vqav2,m3,2,9,9,10,10,42,Trajectory Platt (5D),74.75,6.179204948246478,6.616948030889036,0.1669351687079422,0.7185999536408489
vqav2,m3,2,9,9,10,9,43,Naive Confidence (NC),74.75,12.188801323994992,11.963531693443656,0.16750428962326872,0.7096923739196662
vqav2,m3,2,9,9,10,9,43,Temperature Scaling (TS),74.75,14.065708808057714,14.618946009836877,0.1772683209451914,0.7096923739196662
vqav2,m3,2,9,9,10,9,43,Platt Scaling (1D),74.75,8.69062969639338,11.43610834952751,0.17109791540849195,0.7096923739196662
vqav2,m3,2,9,9,10,10,43,Trajectory Platt (5D),74.75,6.738136067986488,7.168699860572817,0.16858105143909888,0.723368323454419
vqav2,m3,2,9,9,10,9,44,Naive Confidence (NC),74.75,7.527998693287376,7.775053881108759,0.1613582408886799,0.7334348819497334
vqav2,m3,2,9,9,10,9,44,Temperature Scaling (TS),74.75,12.960692585531197,12.346699537698099,0.17116585994003825,0.7334348819497334
vqav2,m3,2,9,9,10,9,44,Platt Scaling (1D),74.75,9.62202311563743,9.835406239972235,0.16789398445783646,0.7334348819497334
vqav2,m3,2,9,9,10,10,44,Trajectory Platt (5D),74.75,6.633890993893147,5.115569554269314,0.16402268081182853,0.7396271399715223
vqav2,m3,2,9,9,10,9,45,Naive Confidence (NC),74.75,9.661425733938813,9.72628299333155,0.15841589043162274,0.7490645385608795
vqav2,m3,2,9,9,10,9,45,Temperature Scaling (TS),74.75,13.160415287935647,12.475890557460664,0.17089761606248544,0.7490645385608795
vqav2,m3,2,9,9,10,9,45,Platt Scaling (1D),74.75,10.09065266663241,11.18356654269158,0.16599207380731637,0.7490645385608795
vqav2,m3,2,9,9,10,10,45,Trajectory Platt (5D),74.75,4.83300768584013,6.933093927800657,0.15600315573638665,0.7587006192258021
vqav2,m3,2,9,9,10,9,46,Naive Confidence (NC),74.75,8.64668692648411,8.173790082335474,0.16431962670201203,0.736713136196563
vqav2,m3,2,9,9,10,9,46,Temperature Scaling (TS),74.75,11.536628560588882,11.589108511228904,0.1717570969987494,0.736713136196563
vqav2,m3,2,9,9,10,9,46,Platt Scaling (1D),74.75,7.189603177389928,8.164094933524616,0.16713580379670823,0.736713136196563
vqav2,m3,2,9,9,10,10,46,Trajectory Platt (5D),74.75,4.515386529266835,7.598592378199102,0.16598212680010263,0.7373422961025199
vqav2,m3,3,36,36,46,36,42,Naive Confidence (NC),77.5,9.732794133946298,9.325908703729512,0.1549196897189938,0.7490681003584229
vqav2,m3,3,36,36,46,36,42,Temperature Scaling (TS),77.5,10.843957511066014,10.460879644150758,0.16078226888266425,0.7490681003584229
vqav2,m3,3,36,36,46,36,42,Platt Scaling (1D),77.5,7.191052318042844,7.793787051470977,0.15366432379928446,0.7490681003584229
vqav2,m3,3,36,36,46,46,42,Trajectory Platt (5D),77.5,7.515740707516668,7.403462275862695,0.15630708881408725,0.7573118279569893
vqav2,m3,3,36,36,46,36,43,Naive Confidence (NC),77.5,10.797945000231268,10.403788387775423,0.13692779678089642,0.7823297491039426
vqav2,m3,3,36,36,46,36,43,Temperature Scaling (TS),77.5,13.480547284452465,14.304749389900223,0.15193994028171012,0.7823297491039426
vqav2,m3,3,36,36,46,36,43,Platt Scaling (1D),77.5,10.862947695779622,13.022754792586896,0.14931205791023286,0.7823297491039426
vqav2,m3,3,36,36,46,46,43,Trajectory Platt (5D),77.5,7.379747830331325,6.69790156930685,0.14669118314686005,0.7796774193548387
vqav2,m3,3,36,36,46,36,44,Naive Confidence (NC),77.5,12.289878036826849,12.400190975517035,0.17275327456793335,0.6772043010752686
vqav2,m3,3,36,36,46,36,44,Temperature Scaling (TS),77.5,11.63779457988643,12.88612358987744,0.173909071135347,0.6772043010752686
vqav2,m3,3,36,36,46,36,44,Platt Scaling (1D),77.5,5.478955472670352,8.95650402976529,0.16275194959441086,0.6772043010752686
vqav2,m3,3,36,36,46,46,44,Trajectory Platt (5D),77.5,10.19449345767498,11.407594367861746,0.16491653140098905,0.7131541218637993
vqav2,m3,3,36,36,46,36,45,Naive Confidence (NC),77.5,9.765955625101924,9.447510072961448,0.1579595752845135,0.7316129032258065
vqav2,m3,3,36,36,46,36,45,Temperature Scaling (TS),77.5,11.782535268629088,10.81742892500275,0.16378122176935114,0.7316129032258065
vqav2,m3,3,36,36,46,36,45,Platt Scaling (1D),77.5,5.810667662311465,8.376282217987514,0.1557758912014444,0.7316129032258065
vqav2,m3,3,36,36,46,46,45,Trajectory Platt (5D),77.5,8.394942991435524,8.925944738090044,0.1535324748132713,0.7522939068100359
vqav2,m3,3,36,36,46,36,46,Naive Confidence (NC),77.5,14.961416047066454,13.856687370687723,0.16791832644786253,0.6648028673835126
vqav2,m3,3,36,36,46,36,46,Temperature Scaling (TS),77.5,15.233038804940064,15.324987594056527,0.17379899018493816,0.6648028673835126
vqav2,m3,3,36,36,46,36,46,Platt Scaling (1D),77.5,8.803732490191262,10.18737392622629,0.16198197079056023,0.6648028673835126
vqav2,m3,3,36,36,46,46,46,Trajectory Platt (5D),77.5,6.520439438521864,5.80505608767271,0.15622726226667388,0.717706093189964
vqav2,m3,4,144,144,190,144,42,Naive Confidence (NC),78.75,7.9287273660302136,6.018011152744295,0.1299319621723218,0.7970868347338936
vqav2,m3,4,144,144,190,144,42,Temperature Scaling (TS),78.75,9.054958539566448,9.950922259596597,0.1375872680634383,0.7970868347338936
vqav2,m3,4,144,144,190,144,42,Platt Scaling (1D),78.75,8.059222431386553,8.6624894294327,0.13708480459258646,0.7970868347338936
vqav2,m3,4,144,144,190,190,42,Trajectory Platt (5D),78.75,5.290079884231091,6.416773788630962,0.1374257540854552,0.7888702147525677
vqav2,m3,4,144,144,190,144,43,Naive Confidence (NC),78.75,8.601395094767215,8.102022117003795,0.13876453224358595,0.7652100840336135
vqav2,m3,4,144,144,190,144,43,Temperature Scaling (TS),78.75,9.475173484894691,9.887128069310675,0.14429680429365374,0.7652100840336135
vqav2,m3,4,144,144,190,144,43,Platt Scaling (1D),78.75,7.3372973805799795,7.519417552937413,0.14164893278444177,0.7652100840336135
vqav2,m3,4,144,144,190,190,43,Trajectory Platt (5D),78.75,6.471198067069056,6.363435342907904,0.1433069511302301,0.7766946778711485
vqav2,m3,4,144,144,190,144,44,Naive Confidence (NC),78.75,9.176244744099677,9.670563750900325,0.13976071620660316,0.7426330532212886
vqav2,m3,4,144,144,190,144,44,Temperature Scaling (TS),78.75,12.787311230563269,14.362529276404251,0.1494000744910822,0.7426330532212886
vqav2,m3,4,144,144,190,144,44,Platt Scaling (1D),78.75,9.888244700217957,11.057862377836441,0.14431465633977486,0.7426330532212886
vqav2,m3,4,144,144,190,190,44,Trajectory Platt (5D),78.75,4.797580145299432,5.837676666677,0.14231876618583938,0.7594024276377217
vqav2,m3,4,144,144,190,144,45,Naive Confidence (NC),78.75,9.323652628809215,8.789479915052652,0.13748180210062305,0.7636788048552755
vqav2,m3,4,144,144,190,144,45,Temperature Scaling (TS),78.75,11.559989369320801,12.261508066796694,0.14681761806850063,0.7636788048552755
