ece,ece_percent,adaptive_ece,adaptive_ece_percent,kde_ece,brier,brier_gain,murphy_uncertainty,murphy_resolution,murphy_reliability,auroc,nll,aurc,prob_std,spearman_rho,status,test_dataset,method,transfer_mode
0.08878963662365119,8.87896366236512,0.09326255361167117,9.326255361167117,0.08625907377921166,0.20817780483142787,0.05260490876075638,0.248775,0.05017771125735547,0.01008009687326046,0.7403798613204702,0.6040859254981883,0.22847402617351334,0.1982330462884156,1.0,VALID,ai2d,Platt Scaling (1D),Zero-Shot Base
0.06420549985366651,6.420549985366651,0.066954420665035,6.6954420665035,0.06198820415004872,0.2051063758090208,0.05567633778316344,0.248775,0.04961122540733005,0.006696567302668371,0.7403798613204702,0.5917760494458183,0.20655417449491953,0.18329825349310286,1.0,VALID,ai2d,Platt Scaling (1D),Target Adapted (Saerens-EM)
0.10616895287395145,10.616895287395145,0.10410362366868092,10.410362366868092,0.10439517116437841,0.23554657123346057,0.02523614235872368,0.248775,0.029402893512676255,0.016559373135505828,0.684120188925736,0.6762603325230516,0.32683911219697614,0.21956858669560558,0.8575082695082695,VALID,ai2d,Trajectory LR,Zero-Shot Base
0.07121258295680308,7.121258295680308,0.07321452803587485,7.321452803587484,0.06192306771307834,0.2285817684214161,0.03220094517076816,0.248775,0.03172525875575897,0.011462252893878509,0.684120188925736,0.6560473094094375,0.30381074599086744,0.22331680275144736,0.8575082695082695,VALID,ai2d,Trajectory LR,Target Adapted (Saerens-EM)
0.09723344759745824,9.723344759745824,0.09175336679390275,9.175336679390275,0.08116453036659727,0.2328665872891975,0.027916126302986732,0.248775,0.03215645372806353,0.01649864038866395,0.6854627675610493,0.6756541029896636,0.32922590514900496,0.22484388697193433,0.8070005070005071,VALID,ai2d,Trajectory LR (No Bias),Zero-Shot Base
0.19261185004550502,19.2611850045505,0.18732532869212995,18.732532869212996,0.1884395615380633,0.26397097852555146,-0.003188264933367213,0.248775,0.030187648855706635,0.04551413617555052,0.6854627675610493,0.7490012021074237,0.32131776025735415,0.21426733366074735,0.8070005070005071,COLLAPSED,ai2d,Trajectory LR (No Bias),Target Adapted (Saerens-EM)
0.09272088273913222,9.272088273913221,0.0923259901783114,9.23259901783114,0.08926995884217989,0.2101622283965478,0.050620485195636444,0.248775,0.04936714929858945,0.011011470424081132,0.7365330117576123,0.6091331440640392,0.2374699990469866,0.20778624199841755,0.9920854280854281,VALID,ai2d,Best 5D Trajectory,Zero-Shot Base
0.05146582190718414,5.146582190718414,0.0617865729994204,6.1786572999420395,0.0492326571253111,0.2039272566630455,0.05685545692913874,0.248775,0.04868140956475048,0.004223181234594175,0.7365330117576123,0.5901763253880501,0.2024315374032446,0.2001891975397313,0.9920854280854281,VALID,ai2d,Best 5D Trajectory,Target Adapted (Saerens-EM)
0.09272088273913222,9.272088273913221,0.0923259901783114,9.23259901783114,0.08926995884217989,0.2101622283965478,0.050620485195636444,0.248775,0.04936714929858945,0.011011470424081132,0.7365330117576123,0.6091331440640392,0.2374699990469866,0.20778624199841755,0.9920854280854281,VALID,ai2d,Two-Stage Residual,Zero-Shot Base
0.05146582190718414,5.146582190718414,0.0617865729994204,6.1786572999420395,0.0492326571253111,0.2039272566630455,0.05685545692913874,0.248775,0.04868140956475048,0.004223181234594175,0.7365330117576123,0.5901763253880501,0.2024315374032446,0.2001891975397313,0.9920854280854281,VALID,ai2d,Two-Stage Residual,Target Adapted (Saerens-EM)
0.09493599820650686,9.493599820650687,0.09493599820650694,9.493599820650694,0.09497046244757996,0.21188553115674574,0.0488971824354385,0.248775,0.047763275271297014,0.01147332415356364,0.7345593407697719,0.6130495523909969,0.2418470734691184,0.20793302068203792,0.9886394926394927,VALID,ai2d,VCPS-5D (Our Method),Zero-Shot Base
0.05050721032543401,5.050721032543401,0.052187912464507664,5.218791246450767,0.047978216000655244,0.20429233916002162,0.05649037443216262,0.248775,0.04731949474354278,0.003934237522688896,0.7345593407697719,0.5924691093425245,0.20584244101655877,0.20445569060243313,0.9886394926394927,VALID,ai2d,VCPS-5D (Our Method),Target Adapted (Saerens-EM)
0.0849648744372299,8.496487443722991,0.0850883628781738,8.50883628781738,0.08470446443714791,0.2082790186862849,0.052503694905899345,0.248775,0.04905129394149673,0.008988502191766654,0.740066324992463,0.6040732929217645,0.22705070260769206,0.20767995921003027,0.9963785283785286,VALID,ai2d,VCPS-17D (Our Method),Zero-Shot Base
0.0627176218730769,6.27176218730769,0.06299542268223408,6.299542268223409,0.056237161378926925,0.2048745506921736,0.05590816290001063,0.248775,0.04888957266610679,0.005590725711509338,0.740066324992463,0.5911466992061787,0.20583479121258827,0.19337454101070817,0.9963785283785286,VALID,ai2d,VCPS-17D (Our Method),Target Adapted (Saerens-EM)
