K_features,subset,adaptive_ece_percent,auroc,brier_score,max_vif
1,x1,9.021023284875369,0.648596314093836,0.2352425678303324,1.0
2,"x1, x4",2.948179354565071,0.6676123200093844,0.228561821225493,1.0006010273946593
3,"x1, x4, x14",3.061502251579315,0.6716185120636131,0.2278147641477563,1.047058313406757
5,"x1, x4, x14, x2, x12",2.1332074591384407,0.6728882392864475,0.22736705921496975,1.6958326683172096
7,"x1, x4, x14, x2, x12, x17, x10",1.7279429832653677,0.6769848717809068,0.22619277970889784,3.008695346037131
10,"x1, x4, x14, x2, x12, x17, x10, x15, x11, x8",2.0294033715050417,0.6814915498150343,0.22493231734635402,32.15839170160657
17,"x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17",2.8719128689560764,0.7426479829739455,0.2044872644471894,78.02591145149513
