ece,ece_percent,adaptive_ece,adaptive_ece_percent,kde_ece,brier,brier_gain,murphy_uncertainty,murphy_resolution,murphy_reliability,auroc,nll,aurc,prob_std,spearman_rho,status,dataset,temperature,method,study
0.07039790301310085,7.039790301310085,0.0645452169073881,6.45452169073881,0.04616125214632298,0.10299302327987161,0.023278594838441385,0.12627051532610198,0.03288406499441816,0.00947698696556437,0.8178365937859609,0.3476106634063233,0.04695622860929363,0.13098336354434265,1.0,VALID,pope,0.0,Naive Confidence (NC),temperature_transfer
0.05859338003993484,5.859338003993484,0.05903431805487618,5.903431805487618,0.040648233320920095,0.1014166874541892,0.024854930664123795,0.12627051532610198,0.032302259891168146,0.007909271217318931,0.8178365937859609,0.33283315861815804,0.04695622860929363,0.1355990115506017,1.0,VALID,pope,0.0,Temperature Scaling (TS),temperature_transfer
0.04371662935418316,4.371662935418316,0.052870396542779266,5.287039654277927,0.03895394512834158,0.10069843840568553,0.025573179712627472,0.12627051532610198,0.027853468367697694,0.0028790025262758665,0.8178365937859609,0.3319488650853987,0.04695622860929363,0.1525409521526132,1.0,VALID,pope,0.0,Platt Scaling (1D),temperature_transfer
0.04548955230772379,4.548955230772379,0.06800285838790322,6.800285838790322,0.048375432111716674,0.0996331782362428,0.026638439882070195,0.12627051532610198,0.033602974679381246,0.007091917446675776,0.8202531645569622,0.33058051398624305,0.04721900046733975,0.13879042093157515,0.9868640048447108,VALID,pope,0.0,Trajectory LR (No Bias),temperature_transfer
0.045433253323683656,4.543325332368366,0.053726090599268535,5.3726090599268534,0.0394519045668516,0.10105004642917773,0.025221571689135275,0.12627051532610198,0.027158580676532075,0.003074970525353609,0.8178365937859609,0.33296395486362823,0.04695622860929363,0.151068765429257,1.0,VALID,pope,0.0,Quadratic Platt (Logit-Only),temperature_transfer
0.07303796534489426,7.303796534489426,0.0797350270702041,7.973502707020411,0.058279097950378576,0.10701983896231355,0.019251779155999446,0.12627051532610198,0.028431779678435805,0.009903142292908217,0.8178365937859609,0.35668918278481093,0.04695622860929363,0.10182663300885451,0.9933057853373861,VALID,pope,0.0,Spline Calibration (PCHIP),temperature_transfer
0.05521217174809846,5.521217174809847,0.060191075712231305,6.01910757122313,0.04307884027124084,0.10131208776819228,0.024959530350120718,0.12627051532610198,0.03451840711977174,0.009422505211434529,0.8173187571921748,0.33267093641946954,0.04750704419718889,0.13445937717759301,0.9966069918504189,VALID,pope,0.0,Adaptive TS (ATS),temperature_transfer
0.01056146462023781,1.056146462023781,0.01056146462023781,1.056146462023781,0.017973788809107112,0.1233547352752307,0.002916882843082294,0.12627051532610198,0.0030273356251421914,0.00011155557427095406,0.6014672036823936,0.408835008028271,0.10483087881305989,0.06482042292145651,0.3795785231813152,VALID,pope,0.0,MSSC (Multi-Scale Proxy),temperature_transfer
0.037469830707320115,3.7469830707320115,0.06581118317954188,6.5811183179541874,0.04107841402695651,0.10041262227905091,0.025858995839262086,0.12627051532610198,0.028358991403199075,0.0025929086492418704,0.8183544303797469,0.3314790341326015,0.04701906184730717,0.1502250185388153,0.9993951170151375,VALID,pope,0.0,Residual Calibrator,temperature_transfer
0.04189686277583385,4.189686277583385,0.058325984331678044,5.832598433167805,0.039289427566740004,0.10062129264938385,0.025650325468929147,0.12627051532610198,0.02782824756707831,0.002830438088022054,0.8173762945914844,0.3316616021894018,0.047219793183629365,0.15220368160888653,0.9994229641921797,VALID,pope,0.0,VCPS-5D (Our Method),temperature_transfer
