ece,ece_percent,adaptive_ece,adaptive_ece_percent,kde_ece,brier,brier_gain,murphy_uncertainty,murphy_resolution,murphy_reliability,auroc,nll,aurc,prob_std,spearman_rho,status,dataset,temperature,method,study,base_slope_a0,mean_dynamic_slope,mean_effective_temp
0.046395113349550786,4.6395113349550785,0.06978824551501311,6.978824551501312,0.025167453448004674,0.17665690978985482,0.04359309021014521,0.22024375000000002,0.04740633844383845,0.004060799884632069,0.7564062544340078,0.5307049799020266,0.14725468765121216,0.19900933036987106,0.9344043840786704,VALID,textvqa,0.6,VCPS-5D (Refitted),temperature_tracking,0.17145998385808786,0.17466300898123258,6.1011728409326915
0.042522973484013585,4.252297348401359,0.06149635891289032,6.149635891289032,0.03209237521310057,0.13165133098729495,0.03307718463770509,0.16444375,0.03648838345631824,0.006104802638018326,0.7892516437991713,0.4181102779952192,0.07651427092570953,0.20078111640393329,0.9896168403818356,VALID,vizwiz-vqa,0.6,VCPS-5D (Refitted),temperature_tracking,0.3731162947309385,0.37375812874709474,2.721286038590336
0.0613574311237679,6.13574311237679,0.06110517861352698,6.110517861352698,0.058326908149500485,0.10408549559251555,0.03333453762256684,0.13643733846955117,0.038255129956058745,0.006748719260193377,0.8600547392682224,0.3276281845636149,0.04052216802608941,0.19912339347491473,0.9909064998619961,VALID,pope,1.0,VCPS-5D (Refitted),temperature_tracking,0.7823378926061428,0.7828538848567518,1.2815045079906648
0.05601133656035425,5.601133656035425,0.05701418272257787,5.701418272257787,0.03905056828648123,0.1872160216186849,0.04907772838131519,0.23619374999999998,0.05536083842720632,0.0049969874727135025,0.7716652112936943,0.5428202593115918,0.15569261942780133,0.24864181367041205,0.9971435601383564,VALID,scienceqa,1.0,VCPS-5D (Refitted),temperature_tracking,0.3958603643386657,0.39545222106993194,2.535016704473389
0.06300450451904625,6.300450451904625,0.06906769126800541,6.906769126800541,0.03341973018910673,0.16961799891923007,0.04487614170576998,0.21389999999999998,0.052424136016472105,0.007672608074097558,0.7685542309490415,0.5136520966415941,0.14063934868144884,0.19322180130430622,0.9624813905086906,VALID,textvqa,1.0,VCPS-5D (Refitted),temperature_tracking,0.2793490309410981,0.2845064667877939,3.659526090673862
0.04974858476538809,4.9748584765388095,0.056909382728513216,5.690938272851322,0.030819753610529972,0.11318285825717535,0.04228589174282464,0.15544375,0.05074525608574845,0.008734072993312353,0.8460858027421495,0.36232096674956127,0.051588696667290816,0.21609292341449315,0.9972819827575782,VALID,vizwiz-vqa,1.0,VCPS-5D (Refitted),temperature_tracking,0.7844571005091207,0.7813699090206646,1.2908174272288813
0.054575574009636973,5.457557400963697,0.06397662348738824,6.397662348738824,0.028987786406644928,0.14484528325066026,0.04300910104194694,0.18631892375271467,0.04624160049744313,0.005801124511444043,0.8156645569620253,0.4409117341396986,0.0862501725149959,0.1741967612258422,0.9866593718578103,VALID,pope,1.5,VCPS-5D (Refitted),temperature_tracking,0.9371146164784977,0.9332303893761391,1.0780712857628278
0.0675852978836098,6.75852978836098,0.07657711283670089,7.657711283670089,0.06235454742539086,0.19060560935362517,0.04679439064637486,0.23734375,0.05500415781692487,0.00856364422293922,0.7714549045424621,0.548993081125619,0.15639847535374052,0.2559407375670969,0.99795698723117,VALID,scienceqa,1.5,VCPS-5D (Refitted),temperature_tracking,0.6104816606755474,0.6103559673981727,1.6469799539166143
0.058440920490599194,5.8440920490599195,0.059708664033241994,5.9708664033242,0.024020109866502316,0.13275678753681228,0.043006103088187725,0.17574375,0.047245023697884955,0.006049322369419569,0.8129023080479391,0.41436006916691015,0.07182670750328642,0.19347434289267432,0.9841475259220369,VALID,textvqa,1.5,VCPS-5D (Refitted),temperature_tracking,0.5567619545529618,0.564874931782277,1.8296203280615897
0.056630849661618334,5.663084966161834,0.0364834564024057,3.6483456402405703,0.03503241452704621,0.08461971542207725,0.037715050202922776,0.12219374999999999,0.047802717786599364,0.010549904684984238,0.8871668968339216,0.2771742556034452,0.027919937603273826,0.1862411853027301,0.9996024974783433,VALID,vizwiz-vqa,1.5,VCPS-5D (Refitted),temperature_tracking,1.111538833738373,1.11068288376153,0.9008377297984083
