ece,ece_percent,adaptive_ece,adaptive_ece_percent,kde_ece,brier,brier_gain,murphy_uncertainty,murphy_resolution,murphy_reliability,auroc,nll,aurc,prob_std,spearman_rho,status,dataset,temperature,method,study,base_slope_a0,mean_dynamic_slope,mean_effective_temp
0.03147578483982373,3.147578483982373,0.03972885159046404,3.9728851590464043,0.02932591859353644,0.09114239373132993,0.0092492572898525,0.10039159843360625,0.011003114852096263,0.001908840617819576,0.763858734983355,0.3155386878254206,0.04673100966161498,0.13357283159190794,0.9899771324179005,VALID,pope,0.0,VCPS-5D (Refitted),temperature_tracking,0.9414770337366409,0.9434480904345223,1.064074706092537
0.03130766251019877,3.1307662510198773,0.05861317117785131,5.861317117785131,0.023447087032896618,0.1445648098368616,0.012556265664211391,0.15712018140589568,0.014493743341633614,0.0028697109540192626,0.7048094963198153,0.44735484603831505,0.09446918050258991,0.10606172920443335,0.9958235911463371,VALID,scienceqa,0.0,VCPS-5D (Refitted),temperature_tracking,0.3359358526659079,0.3368948077312254,2.9734047072592826
0.05445683724627602,5.445683724627602,0.052282442601032764,5.228244260103276,0.03564523024026584,0.1621221538672093,0.07941484613279073,0.241536,0.08526097087771346,0.005359635070266649,0.8346747482776894,0.4912336693205941,0.11977524529622853,0.28813587767137777,0.9978316393265574,VALID,textvqa,0.0,VCPS-5D (Refitted),temperature_tracking,1.0568786967034747,1.0711749656345557,0.9387409074115047
0.06625858218465225,6.625858218465225,0.06998551769234007,6.998551769234007,0.04471645751851037,0.16408704291266513,0.07707795708733489,0.24116400000000002,0.08382464296127147,0.006318483631713336,0.8355641803917666,0.4993668941567267,0.12693141659292467,0.2563267636624225,0.9998753915015659,VALID,vizwiz-vqa,0.0,VCPS-5D (Refitted),temperature_tracking,0.9542061483927168,0.954190491589234,1.0481531809718676
0.04926109593532246,4.926109593532246,0.032972051761690865,3.2972051761690864,0.031423977834592526,0.09134369396328576,0.017314461555527724,0.10861589206704401,0.0215179246707001,0.00459796076373904,0.7834782608695653,0.31797025618110214,0.04591898853599792,0.1419206092973747,0.989176450717584,VALID,pope,0.3,VCPS-5D (Refitted),temperature_tracking,0.2779583382317504,0.2794963257100796,3.594721978063338
0.03878206512440778,3.878206512440778,0.060774095986030854,6.077409598603086,0.0336507570735316,0.1412376290534235,0.005822448707240885,0.14668367346938777,0.008116507431925175,0.003483830091424233,0.6744734299516908,0.4435786773928175,0.09171077107109912,0.10565061835971128,0.9875538368249216,VALID,scienceqa,0.3,VCPS-5D (Refitted),temperature_tracking,0.10490610721986086,0.10556821081817844,9.511800008173882
0.04757557306072771,4.757557306072771,0.041183738585944936,4.118373858594493,0.03858523081793135,0.17185726671847243,0.06862673328152757,0.24,0.07164103869298198,0.003360624143321572,0.81395,0.51830911447829,0.13391132558722524,0.28067042157360034,0.9966289296570243,VALID,textvqa,0.3,VCPS-5D (Refitted),temperature_tracking,0.35739590039138586,0.35963403578309416,2.7849688332202356
0.057646962526091715,5.764696252609172,0.07327614449003617,7.327614449003617,0.034031990988449064,0.1769732866226288,0.060486713377371215,0.237456,0.0657163900783074,0.004914151528500725,0.7943534802237047,0.5322283358991516,0.15482972223075764,0.22742478560290308,0.9994774425512346,VALID,vizwiz-vqa,0.3,VCPS-5D (Refitted),temperature_tracking,0.2738398868048998,0.27377134413108944,3.65318892491457
0.04646017504132777,4.646017504132777,0.04960298177502212,4.960298177502212,0.03896696297661865,0.09219858347470429,0.024414397188944614,0.1166076968345188,0.02730259450891113,0.004310574115253466,0.8045482866043613,0.3206315428756561,0.04816610072943032,0.1874657444047477,0.9911895169430652,VALID,pope,0.6,VCPS-5D (Refitted),temperature_tracking,0.6039932640051842,0.6054627936390907,1.6577034677641085
0.048310285376224706,4.831028537622471,0.05722795708616209,5.722795708616209,0.02805641935307918,0.14380741537239353,0.010568751650942426,0.15419501133786848,0.012827014693601715,0.0030320415620473692,0.6979595588235294,0.4465777219491423,0.09361386328461074,0.1176268629082389,0.9975626672144249,VALID,scienceqa,0.6,VCPS-5D (Refitted),temperature_tracking,0.18150045557663463,0.18167980024285785,5.514935344557626
0.04954464127065244,4.954464127065243,0.04833971577911099,4.8339715779110985,0.03303711773073854,0.15707263587973552,0.08958361412026447,0.246636,0.09321877002439038,0.004553796986978726,0.8457808268054947,0.48660711458342965,0.11663291162055077,0.3064634230921853,0.9987484909338923,VALID,textvqa,0.6,VCPS-5D (Refitted),temperature_tracking,0.6416723323294323,0.6436477764223224,1.5555087282163254
0.06264369183999953,6.264369183999953,0.05818254971787248,5.818254971787248,0.02740082205839427,0.1625797830888052,0.07423646691119479,0.236544,0.07831695431898009,0.005294162114827491,0.8299005681818181,0.49295215182450874,0.12261520975449125,0.2656901609219582,0.999561662246649,VALID,vizwiz-vqa,0.6,VCPS-5D (Refitted),temperature_tracking,0.5610408788217774,0.5605909759958321,1.7842896080788488
0.045605336773233175,4.560533677323318,0.05241950412813624,5.241950412813624,0.038183578419851295,0.09233815461029536,0.03780586241232643,0.13003392884387646,0.0452834728636048,0.007025849238332851,0.8436696837635489,0.31733295224687347,0.048910068020313335,0.18090336716020017,0.9928642502645353,VALID,pope,1.0,VCPS-5D (Refitted),temperature_tracking,0.831157866029876,0.8323876509747501,1.204233919891398
0.04109224911859291,4.109224911859291,0.0429987845051491,4.29987845051491,0.019476432445989296,0.14695383430738554,0.015956576042389176,0.16283446712018143,0.020876320326652695,0.004938448728591002,0.7307303996657847,0.4529914122687129,0.09438951909732514,0.13313345716357178,0.9974730985252668,VALID,scienceqa,1.0,VCPS-5D (Refitted),temperature_tracking,0.2903904297603385,0.29087869451097104,3.444458699844117
