dataset,arch,budget,effective_n,is_capped,seed,method,adaptive_ece_percent,ece_percent,auroc,brier,adaptive_ece,ece
infographicvqa,m3,50,50,False,46,Trajectory Platt (5D),2.0705688633024693,1.6223528566770256,0.6431570109151972,0.0077828972552156025,0.02070568863302469,0.016223528566770257
infographicvqa,m3,50,50,False,46,VCPS-5D (Our Method),2.190982442090246,1.216323041173397,0.3576826196473552,0.00761440848404439,0.021909824420902464,0.01216323041173397
infographicvqa,m3,100,100,False,42,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,100,100,False,42,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,100,100,False,42,Platt Scaling (1D),1.4668810425611043,0.23721481083626983,0.3333333333333333,0.007481201607290049,0.014668810425611044,0.0023721481083626983
infographicvqa,m3,100,100,False,42,Trajectory Platt (5D),1.3439368655963337,0.26900098440819414,0.5994962216624685,0.007502811777888685,0.013439368655963338,0.0026900098440819416
infographicvqa,m3,100,100,False,42,VCPS-5D (Our Method),1.3942123521536138,0.2319464854161707,0.34005037783375314,0.00749240085476262,0.013942123521536138,0.002319464854161707
infographicvqa,m3,100,100,False,43,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,100,100,False,43,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,100,100,False,43,Platt Scaling (1D),1.257199802955717,0.18626822891534123,0.6666666666666666,0.007388088684013574,0.01257199802955717,0.0018626822891534122
infographicvqa,m3,100,100,False,43,Trajectory Platt (5D),1.0091842278488912,0.02949431503657257,0.5230898404701931,0.007405590221809557,0.010091842278488913,0.0002949431503657257
infographicvqa,m3,100,100,False,43,VCPS-5D (Our Method),1.3826445013938493,0.25755255299762575,0.3534844668345928,0.00746166973743081,0.013826445013938492,0.0025755255299762577
infographicvqa,m3,100,100,False,44,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,100,100,False,44,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,100,100,False,44,Platt Scaling (1D),1.3001808212220503,0.12255424422642248,0.6666666666666666,0.007399240528102112,0.013001808212220502,0.0012255424422642248
infographicvqa,m3,100,100,False,44,Trajectory Platt (5D),1.4078093047137374,0.22433575434843075,0.6658270361041142,0.007393604810244421,0.014078093047137374,0.0022433575434843075
infographicvqa,m3,100,100,False,44,VCPS-5D (Our Method),1.3946438729586759,0.28221779400321845,0.34760705289672544,0.0074624386258940675,0.013946438729586758,0.0028221779400321844
infographicvqa,m3,100,100,False,45,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,100,100,False,45,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,100,100,False,45,Platt Scaling (1D),1.3740605148373874,0.1689978169691259,0.6666666666666666,0.007412309928697045,0.013740605148373873,0.0016899781696912593
infographicvqa,m3,100,100,False,45,Trajectory Platt (5D),1.5734371722792275,0.27352990565123037,0.3778337531486146,0.007578671326336892,0.015734371722792274,0.0027352990565123036
infographicvqa,m3,100,100,False,45,VCPS-5D (Our Method),1.49243453272272,0.26902048514581783,0.3333333333333333,0.007462926771324605,0.014924345327227199,0.002690204851458178
infographicvqa,m3,100,100,False,46,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,100,100,False,46,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,100,100,False,46,Platt Scaling (1D),1.2749868298813933,0.2397432292358616,0.6666666666666666,0.007391751027670105,0.012749868298813933,0.002397432292358616
infographicvqa,m3,100,100,False,46,Trajectory Platt (5D),1.1242645535385236,0.19936256494838753,0.5155331654072208,0.007459673059810167,0.011242645535385235,0.0019936256494838753
infographicvqa,m3,100,100,False,46,VCPS-5D (Our Method),1.383443170760242,0.2586861464524493,0.3593618807724601,0.00746136836667333,0.013834431707602419,0.002586861464524493
infographicvqa,m3,200,200,False,42,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,200,200,False,42,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,200,200,False,42,Platt Scaling (1D),1.460803867400708,0.23542880693900037,0.6666666666666666,0.007431861743818302,0.01460803867400708,0.0023542880693900037
infographicvqa,m3,200,200,False,42,Trajectory Platt (5D),1.4516155337332748,0.2298556706518866,0.6330814441645676,0.007433137502127731,0.014516155337332748,0.002298556706518866
infographicvqa,m3,200,200,False,42,VCPS-5D (Our Method),1.4905487259039838,0.26030822540916954,0.35264483627204024,0.00746121414367356,0.014905487259039838,0.0026030822540916952
infographicvqa,m3,200,200,False,43,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,200,200,False,43,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,200,200,False,43,Platt Scaling (1D),1.3144335379804437,0.21660310465214,0.6666666666666666,0.007395536143074533,0.013144335379804436,0.0021660310465214
infographicvqa,m3,200,200,False,43,Trajectory Platt (5D),1.311799865157809,0.2476795999682509,0.4206549118387909,0.007493041998769533,0.01311799865157809,0.002476795999682509
infographicvqa,m3,200,200,False,43,VCPS-5D (Our Method),1.4915729661516306,0.2571575098287258,0.3308144416456759,0.007461842762707667,0.014915729661516306,0.002571575098287258
infographicvqa,m3,200,200,False,44,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,200,200,False,44,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,200,200,False,44,Platt Scaling (1D),1.3365666494053339,0.11511673383504464,0.6666666666666666,0.007410994571715683,0.013365666494053338,0.0011511673383504464
infographicvqa,m3,200,200,False,44,Trajectory Platt (5D),1.378431006742176,0.16531471157213673,0.42737195633921077,0.007502404533966817,0.013784310067421758,0.0016531471157213672
infographicvqa,m3,200,200,False,44,VCPS-5D (Our Method),1.400928740422065,0.2900751570402607,0.33669185558354325,0.007463913638912427,0.014009287404220649,0.002900751570402607
infographicvqa,m3,200,200,False,45,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,200,200,False,45,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,200,200,False,45,Platt Scaling (1D),1.0600336938910242,0.289773971004392,0.6666666666666666,0.007426861891939998,0.010600336938910241,0.0028977397100439202
infographicvqa,m3,200,200,False,45,Trajectory Platt (5D),1.1072828244359696,0.2651325002370868,0.4030226700251889,0.0074926483948670455,0.011072828244359696,0.0026513250023708678
infographicvqa,m3,200,200,False,45,VCPS-5D (Our Method),1.125324734843466,0.24027334940176875,0.3341729638958858,0.00745468066547113,0.01125324734843466,0.0024027334940176876
infographicvqa,m3,200,200,False,46,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,200,200,False,46,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,200,200,False,46,Platt Scaling (1D),1.0208616499105023,0.2587473673391522,0.6666666666666666,0.007397552968675295,0.010208616499105023,0.002587473673391522
infographicvqa,m3,200,200,False,46,Trajectory Platt (5D),0.9068665790109662,0.3153081413329346,0.49622166246851385,0.007428583171430145,0.009068665790109662,0.003153081413329346
infographicvqa,m3,200,200,False,46,VCPS-5D (Our Method),1.0630003974983324,0.24902826982486298,0.34424853064651545,0.007454913203458055,0.010630003974983324,0.00249028269824863
infographicvqa,m3,500,500,False,42,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,500,500,False,42,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,500,500,False,42,Platt Scaling (1D),1.2469592411135875,0.010991713069432533,0.6666666666666666,0.007404126552040191,0.012469592411135875,0.00010991713069432533
infographicvqa,m3,500,500,False,42,Trajectory Platt (5D),1.1878470743831713,0.033173377480125166,0.5365239294710328,0.007451573993879099,0.011878470743831714,0.00033173377480125166
infographicvqa,m3,500,500,False,42,VCPS-5D (Our Method),1.3442850054691713,0.05719565971239286,0.33921074727120065,0.007452495666550805,0.013442850054691714,0.0005719565971239286
infographicvqa,m3,500,500,False,43,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,500,500,False,43,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,500,500,False,43,Platt Scaling (1D),1.1254066450054563,0.001481814733662705,0.6666666666666666,0.0073751290171879015,0.011254066450054563,1.481814733662705e-05
infographicvqa,m3,500,500,False,43,Trajectory Platt (5D),1.1183967734177713,0.02847079531784402,0.4693534844668346,0.007480360576082008,0.011183967734177713,0.0002847079531784402
infographicvqa,m3,500,500,False,43,VCPS-5D (Our Method),1.3453750389585384,0.05879238213774406,0.33333333333333326,0.007452733179910593,0.013453750389585383,0.0005879238213774406
infographicvqa,m3,500,500,False,44,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,500,500,False,44,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,500,500,False,44,Platt Scaling (1D),1.143173725793293,0.042340861908480354,0.6666666666666666,0.007384191851746451,0.01143173725793293,0.0004234086190848035
infographicvqa,m3,500,500,False,44,Trajectory Platt (5D),1.3169006445095877,0.0628219006466679,0.4853064651553316,0.007566877913553511,0.013169006445095876,0.0006282190064666789
infographicvqa,m3,500,500,False,44,VCPS-5D (Our Method),1.2585254236834158,0.06286090554373391,0.3366918555835432,0.00745289306361001,0.012585254236834159,0.0006286090554373392
infographicvqa,m3,500,500,False,45,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,500,500,False,45,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,500,500,False,45,Platt Scaling (1D),1.3061890241794178,0.033014176012908895,0.6666666666666666,0.0074229970184536585,0.013061890241794178,0.00033014176012908895
infographicvqa,m3,500,500,False,45,Trajectory Platt (5D),1.4229874877491964,0.07170804706402127,0.3904282115869018,0.007499376806315937,0.014229874877491965,0.0007170804706402127
infographicvqa,m3,500,500,False,45,VCPS-5D (Our Method),1.3450108559904717,0.057949175966936876,0.3350125944584383,0.00745283531034379,0.013450108559904717,0.0005794917596693688
infographicvqa,m3,500,500,False,46,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,500,500,False,46,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,500,500,False,46,Platt Scaling (1D),1.3370603149159268,0.0501726770148897,0.6666666666666666,0.007440670578780939,0.013370603149159268,0.000501726770148897
infographicvqa,m3,500,500,False,46,Trajectory Platt (5D),1.261549116461538,0.0709532672772184,0.4508816120906801,0.007460769570007568,0.01261549116461538,0.000709532672772184
infographicvqa,m3,500,500,False,46,VCPS-5D (Our Method),1.2552240623342141,0.058108905329800134,0.3383711167086482,0.007452621551766594,0.012552240623342141,0.0005810890532980013
infographicvqa,m3,1000,1000,False,42,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1000,1000,False,42,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1000,1000,False,42,Platt Scaling (1D),1.2829287143154342,0.035945307698596884,0.6666666666666666,0.00741092478912855,0.012829287143154343,0.00035945307698596884
infographicvqa,m3,1000,1000,False,42,Trajectory Platt (5D),1.2521663440857085,0.05637209140695633,0.4643157010915197,0.007476364288592528,0.012521663440857084,0.0005637209140695633
infographicvqa,m3,1000,1000,False,42,VCPS-5D (Our Method),1.3427426328307512,0.05506919199922619,0.3350125944584383,0.007452542927603535,0.013427426328307512,0.0005506919199922619
infographicvqa,m3,1000,1000,False,43,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1000,1000,False,43,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1000,1000,False,43,Platt Scaling (1D),1.2252141013987679,0.01648175665743606,0.6666666666666666,0.0073961329762144866,0.012252141013987678,0.0001648175665743606
infographicvqa,m3,1000,1000,False,43,Trajectory Platt (5D),1.1971538094221617,0.02480111503973606,0.5071368597816961,0.007486372021140091,0.011971538094221617,0.0002480111503973606
infographicvqa,m3,1000,1000,False,43,VCPS-5D (Our Method),1.342842254497142,0.055170960072662215,0.33585222502099077,0.007452549260064264,0.01342842254497142,0.0005517096007266221
infographicvqa,m3,1000,1000,False,44,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1000,1000,False,44,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1000,1000,False,44,Platt Scaling (1D),1.2771211275529823,0.0297906836122846,0.6666666666666666,0.007410342842181106,0.012771211275529824,0.000297906836122846
infographicvqa,m3,1000,1000,False,44,Trajectory Platt (5D),1.2107172579562757,0.0709211809153204,0.5415617128463476,0.007468789736227006,0.012107172579562757,0.000709211809153204
infographicvqa,m3,1000,1000,False,44,VCPS-5D (Our Method),1.253771180880684,0.0557726562580246,0.34005037783375314,0.007452510805973705,0.01253771180880684,0.000557726562580246
infographicvqa,m3,1000,1000,False,45,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1000,1000,False,45,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
infographicvqa,m3,1000,1000,False,45,Platt Scaling (1D),1.1972296853834183,0.07930133159742775,0.6666666666666666,0.007410415647172751,0.011972296853834183,0.0007930133159742775
infographicvqa,m3,1000,1000,False,45,Trajectory Platt (5D),1.1806277471187059,0.04623498141882003,0.4945424013434089,0.007467754016907858,0.011806277471187059,0.0004623498141882003
infographicvqa,m3,1000,1000,False,45,VCPS-5D (Our Method),1.2701084752168215,0.043593424511891285,0.33753148614609574,0.00745123073066488,0.012701084752168215,0.0004359342451189128
infographicvqa,m3,1000,1000,False,46,Naive Confidence (NC),85.32299963012339,85.32299963012338,0.3333333333333333,0.7760739349223753,0.853229996301234,0.8532299963012338
infographicvqa,m3,1000,1000,False,46,Temperature Scaling (TS),54.00419476757944,54.00419476757943,0.3333333333333333,0.30059560595637635,0.5400419476757944,0.5400419476757943
