dataset,cardinality,subset,has_x1,ada_ece,ece,brier,auroc,ada_ece_percent,ece_percent
chartqa,2,x4+x5,False,0.016535743950151244,0.0023874395607373323,0.07374107669570062,0.6345952823855913,1.6535743950151245,0.23874395607373322
chartqa,3,x1+x2+x3,True,0.023559930139411083,0.004542137983305972,0.07304151112948892,0.6485868196679702,2.3559930139411085,0.4542137983305972
chartqa,3,x1+x2+x4,True,0.030775928086937108,0.013090448601091879,0.07301975721522865,0.6505872805420948,3.0775928086937108,1.309044860109188
chartqa,3,x1+x2+x5,True,0.01226670485488822,0.009896880774939979,0.07270527280011584,0.6782530866877511,1.2266704854888222,0.9896880774939979
chartqa,3,x1+x3+x4,True,0.018727139919304747,0.009224344437314866,0.07336070847662643,0.6405215224876516,1.8727139919304747,0.9224344437314865
chartqa,3,x1+x3+x5,True,0.019316728319653753,0.003862115152564413,0.07435817500497068,0.6048605521806361,1.9316728319653753,0.3862115152564413
chartqa,3,x1+x4+x5,True,0.017292574486224434,0.006266351276869316,0.07303170181889136,0.6661167347402239,1.7292574486224435,0.6266351276869316
chartqa,3,x2+x3+x4,False,0.024333192574144465,0.010731072997065891,0.07371856661026359,0.6277706717073384,2.4333192574144467,1.0731072997065891
chartqa,3,x2+x3+x5,False,0.026358115313030395,0.018744168584325885,0.07351466327641934,0.6666978368973153,2.6358115313030392,1.8744168584325884
chartqa,3,x2+x4+x5,False,0.018383063000759012,0.008870455616500548,0.07364343291164112,0.643375268425781,1.8383063000759012,0.8870455616500548
chartqa,3,x3+x4+x5,False,0.018643695987038366,0.009061985924622673,0.07371585907268262,0.6505171475231355,1.8643695987038367,0.9061985924622673
chartqa,4,x1+x2+x3+x4,True,0.021031910911599703,0.004101109089266159,0.07313005952436946,0.6461054466638391,2.1031910911599705,0.4101109089266159
chartqa,4,x1+x2+x3+x5,True,0.016394338530806823,0.008812442420976887,0.07279504550185945,0.6815560179139768,1.6394338530806825,0.8812442420976887
chartqa,4,x1+x2+x4+x5,True,0.012189696466054197,0.008725125403342915,0.07279506267451356,0.6742588442746409,1.2189696466054196,0.8725125403342915
chartqa,4,x1+x3+x4+x5,True,0.026048245388099637,0.01835501208846123,0.07317071799181264,0.6715169772000895,2.6048245388099636,1.835501208846123
chartqa,4,x2+x3+x4+x5,False,0.02416221630330678,0.013318325272040347,0.0735678106264921,0.6625700077814254,2.416221630330678,1.3318325272040348
chartqa,5,x1+x2+x3+x4+x5,True,0.017872398581898468,0.006772772075606577,0.07289319976079042,0.6792449679558896,1.7872398581898468,0.6772772075606577
docvqa,1,x1,True,0.023146336985402728,0.0008782905453215779,0.03700537460894889,0.5864348859668673,2.314633698540273,0.0878290545321578
docvqa,1,x2,False,0.01076953451115329,0.0007155800094018146,0.036754495317542095,0.6126520385490745,1.0769534511153291,0.07155800094018146
docvqa,1,x3,False,0.01600520946731331,4.228296761084327e-05,0.037052721980747966,0.46370997697050736,1.6005209467313308,0.004228296761084327
docvqa,1,x4,False,0.006252135477974811,0.0012921417424531264,0.036773577287407,0.6034773858486806,0.6252135477974811,0.12921417424531265
docvqa,1,x5,False,0.009030117819014985,0.0007178544555064936,0.03681022001070307,0.609028776735485,0.9030117819014984,0.07178544555064936
docvqa,2,x1+x2,True,0.015788098115504714,0.0004967013232498494,0.0367762009964426,0.6177441902870919,1.5788098115504714,0.04967013232498494
docvqa,2,x1+x3,True,0.01670731847058953,0.0010695846498102626,0.03704983128500025,0.5450763485084859,1.6707318470589532,0.10695846498102626
docvqa,2,x1+x4,True,0.015451615242629307,0.0013960456837805234,0.03679599265162419,0.6082757596018127,1.5451615242629306,0.13960456837805232
docvqa,2,x1+x5,True,0.020231445377635764,0.0010920352304518706,0.03680010865416962,0.6230051799474575,2.023144537763576,0.10920352304518706
docvqa,2,x2+x3,False,0.011008193302947623,0.0012857035616726101,0.03680781682760022,0.592567079306549,1.1008193302947622,0.128570356167261
docvqa,2,x2+x4,False,0.008330334256866367,0.00011091134642605139,0.03677028434361101,0.6065367290016277,0.8330334256866366,0.011091134642605138
