ece,ece_percent,adaptive_ece,adaptive_ece_percent,kde_ece,brier,brier_gain,murphy_uncertainty,murphy_resolution,murphy_reliability,auroc,nll,aurc,prob_std,spearman_rho,status,test_dataset,method,transfer_mode
0.08878963662365119,8.87896366236512,0.08963222866853214,8.963222866853213,0.08625907377921166,0.20817780483142787,0.05260490876075638,0.248775,0.05017771125735547,0.01008009687326046,0.7403798613204702,0.6040859254981883,0.22862952617351331,0.1982330462884156,1.0,VALID,ai2d,Platt Scaling (1D),Zero-Shot Base
0.06420549985366651,6.420549985366651,0.06655217280646221,6.655217280646221,0.061988204150048715,0.2051063758090208,0.05567633778316344,0.248775,0.04961122540733005,0.006696567302668371,0.7403798613204702,0.5917760494458183,0.2067211744949195,0.18329825349310286,1.0,VALID,ai2d,Platt Scaling (1D),Target Adapted (Saerens-EM)
0.10880889882052452,10.880889882052452,0.10650203651433643,10.650203651433642,0.10723590002234097,0.23507718264727412,0.025705530944910127,0.248775,0.02944810310985346,0.016720581003645096,0.6863631795799416,0.6739462573253684,0.3231548617423321,0.21995788565387078,0.8554490074490075,VALID,ai2d,Trajectory LR,Zero-Shot Base
0.07444662936543789,7.444662936543789,0.07648929729104251,7.648929729104251,0.06611020433828763,0.2284753831049312,0.03230733048725304,0.248775,0.030177002508187317,0.0100800299421253,0.6863631795799416,0.6555688977989764,0.30305685059786186,0.22290821658737633,0.8554490074490075,VALID,ai2d,Trajectory LR,Target Adapted (Saerens-EM)
0.09228779813552697,9.228779813552697,0.0951010199658722,9.51010199658722,0.08072014159362667,0.23086558454580636,0.02991712904637789,0.248775,0.03272519379502336,0.014942399463126992,0.6896834488996082,0.6694263748186932,0.3250380509759792,0.22376217169679583,0.809064005064005,VALID,ai2d,Trajectory LR (No Bias),Zero-Shot Base
0.18864126145582344,18.864126145582343,0.18871221022501677,18.87122102250168,0.187588663760775,0.26259151587561874,-0.0018088022834344963,0.248775,0.0309080421583914,0.044782829371668526,0.6896834488996082,0.7436457763930555,0.31491579363628386,0.20997753603629377,0.809064005064005,COLLAPSED,ai2d,Trajectory LR (No Bias),Target Adapted (Saerens-EM)
0.10884211098402742,10.884211098402742,0.10653450953215363,10.653450953215362,0.10733158898749266,0.2351139497541215,0.02566876383806274,0.248775,0.029511637255033172,0.01684509077614116,0.6863270023113255,0.67404619396504,0.32325114424742973,0.2199603613194875,0.8552145152145153,VALID,ai2d,Trajectory Platt (5D),Zero-Shot Base
0.0738429610480848,7.38429610480848,0.07656169272931859,7.65616927293186,0.06627589904877075,0.22851927686367884,0.0322634367285054,0.248775,0.030176096918596535,0.010050659878500925,0.6863270023113255,0.6556927198891369,0.30332155929242266,0.22291325026251763,0.8552145152145153,VALID,ai2d,Trajectory Platt (5D),Target Adapted (Saerens-EM)
0.10855011267215016,10.855011267215016,0.10280845142155885,10.280845142155885,0.1065150386058617,0.23865043586147003,0.022132277730714217,0.248775,0.027579060001238893,0.01748270776503978,0.676711888252437,0.6833317870725624,0.3301549256748848,0.22182507339514784,0.8359545559545561,VALID,ai2d,Trajectory Platt (17D),Zero-Shot Base
0.0649203362913515,6.4920336291351495,0.07228076588853616,7.228076588853616,0.06298210774934006,0.231592561071052,0.029190152521132245,0.248775,0.027129119551991893,0.00976934795139662,0.676711888252437,0.6631854183588913,0.31000910539410115,0.225427160610682,0.8359545559545561,VALID,ai2d,Trajectory Platt (17D),Target Adapted (Saerens-EM)
0.09145937336514258,9.145937336514258,0.09352897400142776,9.352897400142776,0.08841749626771069,0.20976617697836622,0.051016536613818025,0.248775,0.049263871521823294,0.01039694568465171,0.7374615616520953,0.6080010176286017,0.23477013912349415,0.20532624839253652,0.9944487704487706,VALID,ai2d,Best 5D Trajectory,Zero-Shot Base
0.05614291697404198,5.614291697404198,0.051777128040903835,5.177712804090383,0.050172581168833545,0.20406170753622177,0.056721006055962475,0.248775,0.04920635336935801,0.004955585509404042,0.7374615616520953,0.5902068407404858,0.20229026852672058,0.19611175748495988,0.9944487704487706,VALID,ai2d,Best 5D Trajectory,Target Adapted (Saerens-EM)
0.09145937336514258,9.145937336514258,0.09352897400142776,9.352897400142776,0.08841749626771069,0.20976617697836622,0.051016536613818025,0.248775,0.049263871521823294,0.01039694568465171,0.7374615616520953,0.6080010176286017,0.23477013912349415,0.20532624839253652,0.9944487704487706,VALID,ai2d,Two-Stage Residual,Zero-Shot Base
0.05614291697404198,5.614291697404198,0.051777128040903835,5.177712804090383,0.050172581168833545,0.20406170753622177,0.056721006055962475,0.248775,0.04920635336935801,0.004955585509404042,0.7374615616520953,0.5902068407404858,0.20229026852672058,0.19611175748495988,0.9944487704487706,VALID,ai2d,Two-Stage Residual,Target Adapted (Saerens-EM)
0.09539644580858482,9.539644580858482,0.09597663579110366,9.597663579110366,0.09544171495683804,0.21224963918225392,0.04853307440993032,0.248775,0.04707791346120209,0.01079780043173591,0.7344789468395135,0.6137451711956575,0.24169088719632584,0.20851960913959175,0.9911911631911633,VALID,ai2d,VCPS-5D (Our Method),Zero-Shot Base
0.05373261023472658,5.373261023472658,0.05465973164754604,5.465973164754604,0.04766064942599054,0.20465135813059687,0.05613135546158737,0.248775,0.04797355178327113,0.003444087397366136,0.7344789468395135,0.5933211731501837,0.20717897282196646,0.2053434081064132,0.9911911631911633,VALID,ai2d,VCPS-5D (Our Method),Target Adapted (Saerens-EM)
0.10186927553610665,10.186927553610666,0.1018692755361067,10.18692755361067,0.10191539448467443,0.21567341526133305,0.0451092983308512,0.248775,0.04346255064292563,0.011840754153368712,0.7301497336951059,0.6221057527291807,0.2544833072667081,0.21351513052438129,0.9798337758337758,VALID,ai2d,VCPS-17D (Our Method),Zero-Shot Base
0.0681464017582793,6.81464017582793,0.07325467830062428,7.325467830062428,0.0675219965321621,0.21018644892655103,0.05059626466563322,0.248775,0.045288702361586206,0.005866110473024675,0.7301497336951059,0.6076539902409127,0.22854348561729432,0.21341634038986562,0.9798337758337758,VALID,ai2d,VCPS-17D (Our Method),Target Adapted (Saerens-EM)
0.35567707539325427,35.567707539325426,0.3576556330139777,35.76556330139777,0.35566793416958825,0.28109040239778516,-0.06806330615373046,0.097119,0.00728551955212744,0.1907729844802677,0.4283507861489513,0.769900750437135,0.430812115188747,0.21589587216498074,1.0,COLLAPSED,chartqa,Platt Scaling (1D),Zero-Shot Base
